Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Christian McCaffrey (40746515),Christian McCaffrey,40746515,RB/FLEX,9000,SF@ARI 11/16/2025 04:05PM ET,SF,25.48
WR,Jaxon Smith-Njigba (40746871),Jaxon Smith-Njigba,40746871,WR/FLEX,8900,SEA@LAR 11/16/2025 04:05PM ET,SEA,24.03
WR,Puka Nacua (40746873),Puka Nacua,40746873,WR/FLEX,8700,SEA@LAR 11/16/2025 04:05PM ET,LAR,23.5
WR,Ja'Marr Chase (40746875),Ja'Marr Chase,40746875,WR/FLEX,8500,CIN@PIT 11/16/2025 01:00PM ET,CIN,22.3
WR,Amon-Ra St. Brown (40746877),Amon-Ra St. Brown,40746877,WR/FLEX,8400,DET@PHI 11/16/2025 08:20PM ET,DET,20.91
RB,Bijan Robinson (40746517),Bijan Robinson,40746517,RB/FLEX,8300,CAR@ATL 11/16/2025 01:00PM ET,ATL,21.4
RB,Jahmyr Gibbs (40746519),Jahmyr Gibbs,40746519,RB/FLEX,8200,DET@PHI 11/16/2025 08:20PM ET,DET,21.11
RB,De'Von Achane (40746521),De'Von Achane,40746521,RB/FLEX,8100,WAS@MIA 11/16/2025 09:30AM ET,MIA,21.95
WR,CeeDee Lamb (40746879),CeeDee Lamb,40746879,WR/FLEX,8000,DAL@LV 11/17/2025 08:15PM ET,DAL,16.55
WR,Rashee Rice (40746881),Rashee Rice,40746881,WR/FLEX,7900,KC@DEN 11/16/2025 04:25PM ET,KC,22.43
RB,Josh Jacobs (40746523),Josh Jacobs,40746523,RB/FLEX,7800,GB@NYG 11/16/2025 01:00PM ET,GB,19.6
WR,Davante Adams (40746883),Davante Adams,40746883,WR/FLEX,7700,SEA@LAR 11/16/2025 04:05PM ET,LAR,17.31
RB,Saquon Barkley (40746525),Saquon Barkley,40746525,RB/FLEX,7600,DET@PHI 11/16/2025 08:20PM ET,PHI,16.35
WR,Justin Jefferson (40746885),Justin Jefferson,40746885,WR/FLEX,7500,CHI@MIN 11/16/2025 01:00PM ET,MIN,15.33
WR,Drake London (40746887),Drake London,40746887,WR/FLEX,7400,CAR@ATL 11/16/2025 01:00PM ET,ATL,21.39
RB,James Cook III (40746527),James Cook III,40746527,RB/FLEX,7300,TB@BUF 11/16/2025 01:00PM ET,BUF,19.82
WR,Emeka Egbuka (40746889),Emeka Egbuka,40746889,WR/FLEX,7200,TB@BUF 11/16/2025 01:00PM ET,TB,17.29
QB,Josh Allen (40746415),Josh Allen,40746415,QB,7000,TB@BUF 11/16/2025 01:00PM ET,BUF,24.18
RB,Bucky Irving (40746529),Bucky Irving,40746529,RB/FLEX,7000,TB@BUF 11/16/2025 01:00PM ET,TB,19
WR,George Pickens (40746891),George Pickens,40746891,WR/FLEX,7000,DAL@LV 11/17/2025 08:15PM ET,DAL,18.6
RB,Kyren Williams (40746531),Kyren Williams,40746531,RB/FLEX,6900,SEA@LAR 11/16/2025 04:05PM ET,LAR,17.18
QB,Lamar Jackson (40746416),Lamar Jackson,40746416,QB,6900,BAL@CLE 11/16/2025 04:25PM ET,BAL,22.93
RB,Rico Dowdle (40746533),Rico Dowdle,40746533,RB/FLEX,6800,CAR@ATL 11/16/2025 01:00PM ET,CAR,15.6
QB,Patrick Mahomes (40746417),Patrick Mahomes,40746417,QB,6800,KC@DEN 11/16/2025 04:25PM ET,KC,23.83
WR,Nico Collins (40746893),Nico Collins,40746893,WR/FLEX,6700,HOU@TEN 11/16/2025 01:00PM ET,HOU,15.1
QB,Jalen Hurts (40746418),Jalen Hurts,40746418,QB,6700,DET@PHI 11/16/2025 08:20PM ET,PHI,22.35
RB,Javonte Williams (40746535),Javonte Williams,40746535,RB/FLEX,6700,DAL@LV 11/17/2025 08:15PM ET,DAL,18.21
WR,Jaylen Waddle (40746895),Jaylen Waddle,40746895,WR/FLEX,6600,WAS@MIA 11/16/2025 09:30AM ET,MIA,14.63
QB,Matthew Stafford (40746419),Matthew Stafford,40746419,QB,6600,SEA@LAR 11/16/2025 04:05PM ET,LAR,22.02
RB,Derrick Henry (40746537),Derrick Henry,40746537,RB/FLEX,6600,BAL@CLE 11/16/2025 04:25PM ET,BAL,14.21
QB,Drake Maye (40746420),Drake Maye,40746420,QB,6500,NYJ@NE 11/13/2025 08:15PM ET,NE,21.47
