Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4891825426,bonedog84 (89/150),0,233.6,DST Rams  FLEX Josh Jacobs QB Jacoby Brissett RB De'Von Achane RB Rico Dowdle TE Tyler Warren WR Jaxon Smith-Njigba WR Ladd McConkey WR Tez Johnson,,Rico Dowdle,RB,34.68%,36.9
2,4896820518,JackHoffmen (20/150),0,231.44,DST Steelers  FLEX Josh Jacobs QB Drake Maye RB De'Von Achane RB Rico Dowdle TE Michael Mayer WR Jaxon Smith-Njigba WR Chris Olave WR Kayshon Boutte,,Rachaad White,RB,30.34%,17.6
3,4895090602,jrevelle3 (146/150),0,228.8,DST Rams  FLEX Tyler Warren QB Jacoby Brissett RB Josh Jacobs RB Rico Dowdle TE Trey McBride WR Jaxon Smith-Njigba WR Ladd McConkey WR DK Metcalf,,Puka Nacua,WR,29.84%,4.8
4,4892267836,Quake211 (49/150),0,226.8,DST Packers  FLEX Michael Mayer QB Jacoby Brissett RB Josh Jacobs RB Rico Dowdle TE Trey McBride WR Jaxon Smith-Njigba WR George Pickens WR Ladd McConkey,,Javonte Williams,RB,29.63%,8.4
5,4896085742,ShooterMcGavin89 (138/150),0,224.15999,DST Raiders  FLEX Ladd McConkey QB Bryce Young RB Josh Jacobs RB Rico Dowdle TE Tommy Tremble WR Jaxon Smith-Njigba WR George Pickens WR Tetairoa McMillan,,Josh Jacobs,FLEX,27.71%,32
6,4897673188,z1mcgill (67/150),0,223.92,DST Raiders  FLEX Josh Jacobs QB Trevor Lawrence RB De'Von Achane RB Rico Dowdle TE Michael Mayer WR George Pickens WR Brian Thomas Jr. WR Cooper Kupp,,Christian McCaffrey,RB,26.82%,24.1
7,4897210267,Colonel420 (13/150),0,222.09999,DST Seahawks  FLEX Josh Jacobs QB Jacoby Brissett RB Rachaad White RB Rico Dowdle TE Trey McBride WR George Pickens WR Tetairoa McMillan WR Ladd McConkey,,Jaxon Smith-Njigba,WR,24.28%,33.2
8,4895379238,Tex30 (58/150),0,221.64001,DST Buccaneers  FLEX Josh Jacobs QB Drake Maye RB Kyren Williams RB Rico Dowdle TE Tucker Kraft WR Jaxon Smith-Njigba WR Ladd McConkey WR Kayshon Boutte,,Kyren Williams,RB,22.47%,16.7
9,4889370785,powerbait (93/150),0,221.20001,DST Steelers  FLEX Tucker Kraft QB Sam Darnold RB Josh Jacobs RB Rico Dowdle TE Michael Mayer WR Jaxon Smith-Njigba WR George Pickens WR Ladd McConkey,,Emeka Egbuka,WR,20.52%,4.4
10,4897667879,Juxce13 (63/150),0,221.1,DST Seahawks  FLEX Josh Jacobs QB Sam Darnold RB De'Von Achane RB Rico Dowdle TE Michael Mayer WR Jaxon Smith-Njigba WR Ladd McConkey WR Cooper Kupp,,Tetairoa McMillan,WR,20.37%,17.9
11,4896191884,beese23 (97/150),0,220.86,DST Raiders  FLEX Josh Jacobs QB Bryce Young RB De'Von Achane RB Rico Dowdle TE Tyler Warren WR George Pickens WR Tetairoa McMillan WR Tez Johnson,,Ladd McConkey,WR,19.07%,26
12,4895919457,ADH6676 (24/150),0,220.23999,DST Raiders  FLEX Josh Jacobs QB Drake Maye RB De'Von Achane RB Rachaad White TE Tommy Tremble WR Jaxon Smith-Njigba WR Ladd McConkey WR Kayshon Boutte,,Jonathan Taylor,RB,18.59%,26.7
13,4896761796,cndukwe (45/70),0,219.92,DST Raiders  FLEX Josh Jacobs QB Trevor Lawrence RB Rachaad White RB Rico Dowdle TE Michael Mayer WR Jaxon Smith-Njigba WR Brian Thomas Jr. WR Ladd McConkey,,Jake Ferguson,TE,18.43%,12.3
13,4896763774,dachamp0824 (131/150),0,219.92,DST Raiders  FLEX Josh Jacobs QB Trevor Lawrence RB Rachaad White RB Rico Dowdle TE Michael Mayer WR Jaxon Smith-Njigba WR Brian Thomas Jr. WR Ladd McConkey,,Ashton Jeanty,RB,17.55%,16.6
15,4896830655,Hunchdrunk (150/150),0,219.9,DST Raiders  FLEX Cooper Kupp QB Jacoby Brissett RB Josh Jacobs RB Rico Dowdle TE Trey McBride WR Jaxon Smith-Njigba WR Tetairoa McMillan WR Ladd McConkey,,Keenan Allen,WR,17.14%,6.7
16,4897200074,Chass55 (2/4),0,219.88,DST Raiders  FLEX Tetairoa McMillan QB Daniel Jones RB Rachaad White RB Rico Dowdle TE Tyler Higbee WR Jaxon Smith-Njigba WR George Pickens WR Ladd McConkey,,Chris Olave,WR,16.94%,15.8
16,4897206743,Chass55 (4/4),0,219.88,DST Raiders  FLEX Tetairoa McMillan QB Daniel Jones RB Rachaad White RB Rico Dowdle TE Tyler Higbee WR Jaxon Smith-Njigba WR George Pickens WR Ladd McConkey,,Stefon Diggs,WR,16.15%,5.8
18,4896629862,alex.ro (105/145),0,219.62,DST Raiders  FLEX Josh Jacobs QB Trevor Lawrence RB Rachaad White RB Rico Dowdle TE Hunter Long WR Jaxon Smith-Njigba WR George Pickens WR Ladd McConkey,,Tyler Warren,TE,13.32%,18.3
19,4896504701,peebasaur (22/150),0,219.6,DST Raiders  FLEX Tez Johnson QB Sam Darnold RB De'Von Achane RB Rico Dowdle TE Trey McBride WR Jaxon Smith-Njigba WR George Pickens WR Cooper Kupp,,Tucker Kraft,TE,12.48%,12.3
20,4892267890,Quake211 (103/150),0,219.44,DST Dolphins  FLEX Taysom Hill QB Drake Maye RB Josh Jacobs RB Rico Dowdle TE Trey McBride WR Jaxon Smith-Njigba WR George Pickens WR Ladd McConkey,,Jaylen Waddle,WR,11.91%,15.82
21,4895394991,mikecapp12 (81/100),0,219.2,DST Rams  FLEX Josh Jacobs QB Jacoby Brissett RB Rachaad White RB Rico Dowdle TE Tucker Kraft WR George Pickens WR Tetairoa McMillan WR Ladd McConkey,,Drake Maye,QB,11.51%,27.24
22,4890616445,bradblackandgold (51/150),0,219,DST Steelers  FLEX Josh Jacobs QB Jacoby Brissett RB Rachaad White RB Rico Dowdle TE Trey McBride WR George Pickens WR Ladd McConkey WR Chris Olave,,Michael Pittman Jr.,WR,10.90%,4
23,4894493670,rills (72/150),0,218.52,DST Raiders  FLEX DK Metcalf QB Trevor Lawrence RB Josh Jacobs RB Rico Dowdle TE Hunter Long WR Jaxon Smith-Njigba WR George Pickens WR Brian Thomas Jr.,,Steelers ,DST,10.57%,10
24,4893750601,soileau1985,0,218.2,DST Rams  FLEX De'Von Achane QB Aaron Rodgers RB Josh Jacobs RB Rico Dowdle TE Darren Waller WR George Pickens WR Romeo Doubs WR Kayshon Boutte,,Packers ,DST,10.24%,2
25,4896899888,sjj419 (31/150),0,218.04,DST Titans  FLEX Josh Jacobs QB Drake Maye RB Kyren Williams RB Rico Dowdle TE Trey McBride WR George Pickens WR Tetairoa McMillan WR Kayshon Boutte,,Colts ,DST,10.24%,4
26,4896907905,NomadicOG (73/150),0,217.86,DST Ravens  FLEX Josh Jacobs QB Bryce Young RB De'Von Achane RB Rico Dowdle TE Jake Tonges WR George Pickens WR Tetairoa McMillan WR Ladd McConkey,,Titans ,DST,10.07%,5
