Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Christian McCaffrey (41123622),Christian McCaffrey,41123622,RB/FLEX,9000,TEN@SF 12/14/2025 04:25PM ET,SF,25.73
RB,De'Von Achane (41123624),De'Von Achane,41123624,RB/FLEX,8900,MIA@PIT 12/15/2025 08:15PM ET,MIA,21.84
RB,Jahmyr Gibbs (41123626),Jahmyr Gibbs,41123626,RB/FLEX,8800,DET@LAR 12/14/2025 04:25PM ET,DET,24.58
WR,Puka Nacua (41124006),Puka Nacua,41124006,WR/FLEX,8700,DET@LAR 12/14/2025 04:25PM ET,LAR,22.66
WR,Jaxon Smith-Njigba (41124008),Jaxon Smith-Njigba,41124008,WR/FLEX,8600,IND@SEA 12/14/2025 04:25PM ET,SEA,24.03
RB,Jonathan Taylor (41123628),Jonathan Taylor,41123628,RB/FLEX,8500,IND@SEA 12/14/2025 04:25PM ET,IND,25
RB,Bijan Robinson (41123630),Bijan Robinson,41123630,RB/FLEX,8200,ATL@TB 12/11/2025 08:15PM ET,ATL,21.87
WR,Ja'Marr Chase (41124010),Ja'Marr Chase,41124010,WR/FLEX,8100,BAL@CIN 12/14/2025 01:00PM ET,CIN,19.82
RB,James Cook III (41123632),James Cook III,41123632,RB/FLEX,8000,BUF@NE 12/14/2025 01:00PM ET,BUF,19.88
WR,Amon-Ra St. Brown (41124012),Amon-Ra St. Brown,41124012,WR/FLEX,7900,DET@LAR 12/14/2025 04:25PM ET,DET,18.65
WR,Rashee Rice (41124014),Rashee Rice,41124014,WR/FLEX,7700,LAC@KC 12/14/2025 01:00PM ET,KC,20.14
WR,CeeDee Lamb (41124016),CeeDee Lamb,41124016,WR/FLEX,7600,MIN@DAL 12/14/2025 08:20PM ET,DAL,17.67
QB,Josh Allen (41123513),Josh Allen,41123513,QB,7500,BUF@NE 12/14/2025 01:00PM ET,BUF,25.46
TE,Trey McBride (41124620),Trey McBride,41124620,TE/FLEX,7400,ARI@HOU 12/14/2025 01:00PM ET,ARI,18.52
RB,Derrick Henry (41123634),Derrick Henry,41123634,RB/FLEX,7300,BAL@CIN 12/14/2025 01:00PM ET,BAL,15.58
WR,George Pickens (41124018),George Pickens,41124018,WR/FLEX,7300,MIN@DAL 12/14/2025 08:20PM ET,DAL,19.84
RB,Bucky Irving (41123636),Bucky Irving,41123636,RB/FLEX,7200,ATL@TB 12/11/2025 08:15PM ET,TB,18.03
WR,Davante Adams (41124020),Davante Adams,41124020,WR/FLEX,7200,DET@LAR 12/14/2025 04:25PM ET,LAR,16.52
RB,Saquon Barkley (41123638),Saquon Barkley,41123638,RB/FLEX,7100,LV@PHI 12/14/2025 01:00PM ET,PHI,14.41
WR,Drake London (41124022),Drake London,41124022,WR/FLEX,7000,ATL@TB 12/11/2025 08:15PM ET,ATL,21.44
QB,Matthew Stafford (41123514),Matthew Stafford,41123514,QB,7000,DET@LAR 12/14/2025 04:25PM ET,LAR,20.94
RB,Josh Jacobs (41123640),Josh Jacobs,41123640,RB/FLEX,6900,GB@DEN 12/14/2025 04:25PM ET,GB,17.4
QB,Dak Prescott (41123515),Dak Prescott,41123515,QB,6900,MIN@DAL 12/14/2025 08:20PM ET,DAL,21.94
WR,Jaylen Waddle (41124024),Jaylen Waddle,41124024,WR/FLEX,6900,MIA@PIT 12/15/2025 08:15PM ET,MIA,13.82
QB,Jalen Hurts (41123516),Jalen Hurts,41123516,QB,6800,LV@PHI 12/14/2025 01:00PM ET,PHI,21.29
WR,A.J. Brown (41124026),A.J. Brown,41124026,WR/FLEX,6800,LV@PHI 12/14/2025 01:00PM ET,PHI,15.81
RB,Kyren Williams (41123642),Kyren Williams,41123642,RB/FLEX,6800,DET@LAR 12/14/2025 04:25PM ET,LAR,15.99
RB,Chase Brown (41123644),Chase Brown,41123644,RB/FLEX,6700,BAL@CIN 12/14/2025 01:00PM ET,CIN,14.74
