Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Saquon Barkley (39820337),Saquon Barkley,39820337,RB/FLEX,8200,DAL@PHI 09/04/2025 08:20PM ET,PHI,24.94
WR,Ja'Marr Chase (39820695),Ja'Marr Chase,39820695,WR/FLEX,8100,CIN@CLE 09/07/2025 01:00PM ET,CIN,24.59
RB,Bijan Robinson (39820339),Bijan Robinson,39820339,RB/FLEX,8000,TB@ATL 09/07/2025 01:00PM ET,ATL,20.98
WR,CeeDee Lamb (39820697),CeeDee Lamb,39820697,WR/FLEX,7900,DAL@PHI 09/04/2025 08:20PM ET,DAL,18.23
WR,Justin Jefferson (39820699),Justin Jefferson,39820699,WR/FLEX,7800,MIN@CHI 09/08/2025 08:15PM ET,MIN,19.07
RB,Jahmyr Gibbs (39820341),Jahmyr Gibbs,39820341,RB/FLEX,7700,DET@GB 09/07/2025 04:25PM ET,DET,23.19
WR,Puka Nacua (39820701),Puka Nacua,39820701,WR/FLEX,7600,HOU@LAR 09/07/2025 04:25PM ET,LAR,19.03
WR,Nico Collins (39820703),Nico Collins,39820703,WR/FLEX,7400,HOU@LAR 09/07/2025 04:25PM ET,HOU,18.85
RB,Christian McCaffrey (39820343),Christian McCaffrey,39820343,RB/FLEX,7300,SF@SEA 09/07/2025 04:05PM ET,SF,12.2
QB,Lamar Jackson (39820234),Lamar Jackson,39820234,QB,7300,BAL@BUF 09/07/2025 08:20PM ET,BAL,25.87
QB,Josh Allen (39820235),Josh Allen,39820235,QB,7200,BAL@BUF 09/07/2025 08:20PM ET,BUF,23.10
RB,Derrick Henry (39820345),Derrick Henry,39820345,RB/FLEX,7200,BAL@BUF 09/07/2025 08:20PM ET,BAL,21.70
QB,Jalen Hurts (39820236),Jalen Hurts,39820236,QB,7100,DAL@PHI 09/04/2025 08:20PM ET,PHI,22.40
RB,Bucky Irving (39820347),Bucky Irving,39820347,RB/FLEX,7100,TB@ATL 09/07/2025 01:00PM ET,TB,15.04
WR,Amon-Ra St. Brown (39820705),Amon-Ra St. Brown,39820705,WR/FLEX,7100,DET@GB 09/07/2025 04:25PM ET,DET,19.66
