Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4871109080,Rusty_Trombone (18/20),0,242.44,DST Rams  FLEX Josh Jacobs QB Bo Nix RB Ashton Jeanty RB Kenneth Gainwell TE Jake Ferguson WR Puka Nacua WR Courtland Sutton WR Drake London,,Jaxon Smith-Njigba,WR,38.02%,13
2,4868464255,douglas8421 (2/4),0,223.78001,DST Steelers  FLEX Jake Ferguson QB Jordan Love RB Josh Jacobs RB Javonte Williams TE Tucker Kraft WR Puka Nacua WR George Pickens WR Romeo Doubs,,James Cook III,RB,29.60%,25.5
3,4871006643,KINSEYGR (2/20),0,220.64,DST Raiders  FLEX Ashton Jeanty QB Justin Fields RB Omarion Hampton RB Kenneth Gainwell TE Tyler Warren WR Justin Jefferson WR Amon-Ra St. Brown WR Garrett Wilson,,Puka Nacua,FLEX,27.54%,39
4,4869743562,Corkb (5/20),0,219.35999,DST Texans  FLEX Ashton Jeanty QB Dak Prescott RB Bucky Irving RB Javonte Williams TE Jake Ferguson WR Justin Jefferson WR George Pickens WR KaVontae Turpin,,Jake Ferguson,TE,24.21%,17
5,4871011918,rynstien (12/16),0,218.75998,DST Seahawks  FLEX James Cook III QB Dak Prescott RB Omarion Hampton RB Javonte Williams TE Jake Ferguson WR Puka Nacua WR George Pickens WR KaVontae Turpin,,Rome Odunze,FLEX,21.86%,16.9
6,4868792937,gianni21 (18/20),0,215.42001,DST Lions  FLEX Josh Jacobs QB C.J. Stroud RB Omarion Hampton RB Kenneth Gainwell TE Jake Ferguson WR Nico Collins WR George Pickens WR Courtland Sutton,,Broncos ,DST,19.68%,10
7,4870575455,whoisjohngalt420 (20/20),0,215.3,DST Lions  FLEX Breece Hall QB Carson Wentz RB Cam Skattebo RB Kenneth Gainwell TE Jake Ferguson WR Puka Nacua WR Justin Jefferson WR Drake London,,Omarion Hampton,FLEX,19.48%,30.5
8,4871177921,GBoyer94 (14/15),0,215.07999,DST Broncos  FLEX Tyler Warren QB Jordan Love RB Omarion Hampton RB Travis Etienne Jr. TE T.J. Hockenson WR Puka Nacua WR George Pickens WR Garrett Wilson,,Keenan Allen,WR,17.20%,8.7
9,4869396757,dimsumwindimsumulose (2/2),0,214.58,DST Broncos  FLEX Quentin Johnston QB Jordan Love RB James Cook III RB Omarion Hampton TE Jake Ferguson WR Puka Nacua WR Keenan Allen WR Romeo Doubs,,De'Von Achane,RB,16.91%,17.1
10,4870721911,deez516 (6/20),0,213.74,DST Lions  FLEX Josh Jacobs QB Bo Nix RB James Cook III RB D'Andre Swift TE Jake Ferguson WR Garrett Wilson WR Drake London WR DK Metcalf,,Trey McBride,TE,16.89%,12.2
11,4870299362,HakeemTheDream (18/20),0,213.66,DST Giants  FLEX Tyreek Hill QB Brock Purdy RB Ashton Jeanty RB Kenneth Gainwell TE Jake Ferguson WR Puka Nacua WR Davante Adams WR Romeo Doubs,,J.K. Dobbins,RB,15.71%,14.5
12,4870745186,brianmcmorris (10/20),0,213.38002,DST Packers  FLEX Tyquan Thornton QB Jordan Love RB Josh Jacobs RB Omarion Hampton TE Tucker Kraft WR Puka Nacua WR George Pickens WR Romeo Doubs,,Trey Benson,RB,15.70%,10.4
13,4870484415,pgk8 (11/20),0,213,DST Lions  FLEX Josh Jacobs QB Kyler Murray RB Ashton Jeanty RB Kenneth Gainwell TE Trey McBride WR Justin Jefferson WR Drake London WR Troy Franklin,,Jakobi Meyers,WR,15.36%,7
14,4869475299,fatman66 (2/3),0,212.48001,DST Bills  FLEX Tucker Kraft QB Jordan Love RB James Cook III RB Omarion Hampton TE Jake Ferguson WR Puka Nacua WR Quentin Johnston WR Romeo Doubs,,Christian McCaffrey,RB,15.08%,26.1
15,4870268535,Darkstardesperados (2/20),0,212.42,DST Patriots  FLEX D'Andre Swift QB Michael Penix Jr. RB Christian McCaffrey RB Kenneth Gainwell TE Kyle Pitts Sr. WR Puka Nacua WR Garrett Wilson WR Drake London,,Quentin Johnston,WR,14.25%,23.8
16,4868872081,jrevelle3 (3/20),0,212.18,DST Texans  FLEX Ashton Jeanty QB Geno Smith RB James Cook III RB Kenneth Gainwell TE Jake Ferguson WR Puka Nacua WR Drake London WR Jakobi Meyers,,Tre Tucker,WR,13.39%,4.2
17,4870841645,MBAGG625,0,211.79999,DST Rams  FLEX George Pickens QB Matthew Stafford RB Ashton Jeanty RB Breece Hall TE Sam LaPorta WR Puka Nacua WR Khalil Shakir WR Marvin Harrison Jr.,,Cam Skattebo,FLEX,11.55%,13
18,4870325952,blindref0 (10/20),0,211.12,DST Lions  FLEX Jake Ferguson QB Michael Penix Jr. RB Omarion Hampton RB Travis Etienne Jr. TE Trey McBride WR Puka Nacua WR Garrett Wilson WR Drake London,,Jordan Mason,RB,10.78%,10.2
19,4870952209,Bearfan700 (17/20),0,210.75998,DST Seahawks  FLEX J.K. Dobbins QB Dak Prescott RB Ashton Jeanty RB Omarion Hampton TE Jake Ferguson WR Jaxon Smith-Njigba WR Rome Odunze WR George Pickens,,Kenneth Walker III,RB,10.29%,12
20,4870568085,barmaster34 (4/7),0,209.88,DST Bears  FLEX George Pickens QB Jordan Love RB Omarion Hampton RB Trey Benson TE Trey McBride WR Puka Nacua WR Matthew Golden WR Romeo Doubs,,Caleb Williams,QB,10.14%,12.78
20,4870575021,extralongfart (4/7),0,209.88,DST Bears  FLEX Puka Nacua QB Jordan Love RB Omarion Hampton RB Trey Benson TE Trey McBride WR George Pickens WR Matthew Golden WR Romeo Doubs,,Courtland Sutton,WR,10.01%,19.1
22,4870721914,deez516 (9/20),0,209.24,DST Broncos  FLEX Josh Jacobs QB Bo Nix RB James Cook III RB Omarion Hampton TE Jake Ferguson WR Tetairoa McMillan WR Drake London WR DK Metcalf,,Jonathan Taylor,RB,9.98%,14.6
23,4871004637,tkovach1 (18/20),0,209.2,DST Lions  FLEX Josh Jacobs QB Carson Wentz RB Bucky Irving RB Kenneth Gainwell TE Dalton Schultz WR Puka Nacua WR Zay Flowers WR Chris Olave,,Josh Allen,QB,9.29%,25.86
24,4870301778,73pd2x (18/20),0,208.84,DST Texans  FLEX Puka Nacua QB Marcus Mariota RB Bijan Robinson RB Kenneth Gainwell TE Kyle Pitts Sr. WR Deebo Samuel Sr. WR Drake London WR Chris Olave,,Hunter Henry,TE,8.99%,11.9
25,4870035928,Baylorbearsfan,0,208.45999,DST Patriots  FLEX Javonte Williams QB Dak Prescott RB Ashton Jeanty RB Cam Skattebo TE Jake Ferguson WR Puka Nacua WR George Pickens WR Luther Burden III,,Justin Herbert,QB,8.67%,14.52
26,4870242876,cowboys228808,0,208.24,DST Steelers  FLEX Jake Ferguson QB Justin Fields RB De'Von Achane RB Omarion Hampton TE Tyler Warren WR Puka Nacua WR Garrett Wilson WR Drake London,,Tyler Warren,TE,8.60%,18.3
27,4869617090,cliffwes (20/20),0,208.18001,DST Texans  FLEX James Cook III QB Jordan Love RB Josh Jacobs RB Omarion Hampton TE Travis Kelce WR Quentin Johnston WR Hollywood Brown WR Romeo Doubs,,Emeka Egbuka,FLEX,8.59%,23.1
28,4871006651,KINSEYGR (10/20),0,208.14,DST Bills  FLEX James Cook III QB Justin Fields RB Omarion Hampton RB Kenneth Gainwell TE Jake Ferguson WR Jaxon Smith-Njigba WR George Pickens WR Garrett Wilson,,Chris Olave,WR,8.54%,10
29,4870301780,73pd2x (20/20),0,207.94,DST Steelers  FLEX Omarion Hampton QB Justin Fields RB James Cook III RB Kenneth Gainwell TE Jake Ferguson WR Puka Nacua WR Garrett Wilson WR Tee Higgins,,Texans ,DST,8.08%,14
30,4870301768,73pd2x (8/20),0,207.84,DST Raiders  FLEX Ashton Jeanty QB Marcus Mariota RB Jonathan Taylor RB Kenneth Gainwell TE Jake Ferguson WR Puka Nacua WR Deebo Samuel Sr. WR Drake London,,Garrett Wilson,WR,7.92%,20.2
31,4870486712,reklea,0,207.26,DST Jaguars  FLEX Puka Nacua QB Dak Prescott RB Josh Jacobs RB TreVeyon Henderson TE T.J. Hockenson WR George Pickens WR Khalil Shakir WR Hollywood Brown,,Michael Pittman Jr.,WR,7.65%,15.1
32,4869801460,tjhawks1 (6/20),0,206.98001,DST Patriots  FLEX Kenneth Gainwell QB Jordan Love RB Kyren Williams RB Omarion Hampton TE Tucker Kraft WR Puka Nacua WR Jaxon Smith-Njigba WR Romeo Doubs,,Jordan Love,QB,7.47%,30.28
33,4870133894,mythicalrhymer01 (19/20),0,206.62,DST Bills  FLEX Ashton Jeanty QB Drake Maye RB James Cook III RB Kenneth Gainwell TE Hunter Henry WR Puka Nacua WR Jaxon Smith-Njigba WR Stefon Diggs,,Josh Jacobs,RB,7.28%,31.7
34,4869277527,SUNSET76 (2/3),0,206.08,DST Falcons  FLEX Josh Jacobs QB Jordan Love RB Christian McCaffrey RB Omarion Hampton TE Brenton Strange WR Puka Nacua WR Romeo Doubs WR Tre Tucker,,Amon-Ra St. Brown,WR,7.21%,26
35,4869645218,clipschutz (12/20),0,205.50002,DST Patriots  FLEX Puka Nacua QB Matthew Stafford RB Omarion Hampton RB Kenneth Gainwell TE Brock Bowers WR Davante Adams WR Drake London WR Chris Olave,,Lions ,DST,6.83%,19
36,4871157196,johnwilli99 (6/6),0,205.4,DST Lions  FLEX Jake Ferguson QB Kyler Murray RB Omarion Hampton RB Trey Benson TE Hunter Henry WR Puka Nacua WR Emeka Egbuka WR George Pickens,,Geno Smith,QB,6.73%,12.78
37,4868602862,cjewf9,0,205.06001,DST Titans  FLEX Ashton Jeanty QB Josh Allen RB James Cook III RB Omarion Hampton TE Mason Taylor WR Puka Nacua WR Emeka Egbuka WR Jalen Tolbert,,Dalton Kincaid,TE,6.64%,9.8
38,4869323246,jclora (12/20),0,204.38002,DST Packers  FLEX Omarion Hampton QB Jordan Love RB Josh Jacobs RB Javonte Williams TE Tucker Kraft WR George Pickens WR Courtland Sutton WR Romeo Doubs,,Bills ,DST,6.62%,6
39,4870232280,msunken (1/20),0,204.34001,DST Broncos  FLEX Ashton Jeanty QB Justin Fields RB Bijan Robinson RB Omarion Hampton TE Tyler Warren WR Garrett Wilson WR Marvin Harrison Jr. WR Chris Olave,,Drake London,FLEX,6.52%,28
40,4870331413,Pumafootball5 (1/3),0,204.31999,DST Broncos  FLEX Hunter Henry QB Drake Maye RB Josh Jacobs RB Omarion Hampton TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Drake London,,Seahawks ,DST,6.52%,11
41,4869520751,Claytonterrell,0,204.23999,DST Broncos  FLEX George Pickens QB Justin Fields RB Josh Jacobs RB Trey Benson TE Hunter Henry WR Puka Nacua WR Drake London WR Keenan Allen,,Breece Hall,RB,6.39%,16.1
42,4870293377,simsimsim,0,204.2,DST Jets  FLEX Romeo Doubs QB Patrick Mahomes RB Christian McCaffrey RB Quinshon Judkins TE Tyler Warren WR Puka Nacua WR Quentin Johnston WR Jordan Addison,,Ricky Pearsall,WR,6.22%,8.6
43,4868592977,ghsfy53 (10/20),0,204.18,DST Texans  FLEX Omarion Hampton QB Tua Tagovailoa RB James Cook III RB Kenneth Gainwell TE Hunter Henry WR Puka Nacua WR Jauan Jennings WR Romeo Doubs,,Kenneth Gainwell,RB,5.81%,31.4
