Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4941920372,GoMaizeGoBlue (77/150),0,244.58,DST Jets  FLEX Jahmyr Gibbs QB Davis Mills RB De'Von Achane RB TreVeyon Henderson TE Dalton Schultz WR Nico Collins WR Jaylen Waddle WR Parker Washington,,Rico Dowdle,RB,49.30%,15.3
2,4943889031,alexnyi (115/150),0,243.28,DST Texans  FLEX George Kittle QB Davis Mills RB Jahmyr Gibbs RB De'Von Achane TE Trey McBride WR Rome Odunze WR Marvin Harrison Jr. WR Jameson Williams,,De'Von Achane,RB,30.67%,43.5
3,4943739146,mries14 (76/150),0,242.56001,DST Jets  FLEX Jahmyr Gibbs QB Mac Jones RB De'Von Achane RB TreVeyon Henderson TE George Kittle WR Emeka Egbuka WR Khalil Shakir WR Jauan Jennings,,Jaxon Smith-Njigba,WR,26.50%,20.3
4,4936557368,Dumdum76 (74/140),0,240.88002,DST Seahawks  FLEX De'Von Achane QB Davis Mills RB Jahmyr Gibbs RB TreVeyon Henderson TE Dalton Schultz WR Emeka Egbuka WR Nico Collins WR Jaylin Lane,,Zay Flowers,WR,25.00%,12.1
5,4940907268,Standish (10/21),0,239.62,DST Jets  FLEX Jahmyr Gibbs QB Baker Mayfield RB De'Von Achane RB TreVeyon Henderson TE Cade Otton WR Emeka Egbuka WR Jauan Jennings WR Tez Johnson,,Puka Nacua,WR,24.15%,17.4
5,4943515141,milehighryan311 (51/55),0,239.62,DST Jets  FLEX Jahmyr Gibbs QB Baker Mayfield RB De'Von Achane RB TreVeyon Henderson TE Cade Otton WR Emeka Egbuka WR Jauan Jennings WR Tez Johnson,,Christian McCaffrey,RB,23.09%,17.6
5,4943644417,scottiedawinner (20/40),0,239.62,DST Jets  FLEX Jahmyr Gibbs QB Baker Mayfield RB De'Von Achane RB TreVeyon Henderson TE Cade Otton WR Emeka Egbuka WR Jauan Jennings WR Tez Johnson,,Jauan Jennings,WR,22.66%,18.1
8,4941135024,OwlPhd (48/150),0,239.4,DST Texans  FLEX Jahmyr Gibbs QB Jared Goff RB De'Von Achane RB Rico Dowdle TE Trey McBride WR Jameson Williams WR Tez Johnson WR Jerry Jeudy,,Amon-Ra St. Brown,WR,19.19%,16.8
9,4943523168,Worldbroker (101/150),0,238.66,DST Texans  FLEX Jahmyr Gibbs QB Mac Jones RB De'Von Achane RB TreVeyon Henderson TE Trey McBride WR Deebo Samuel Sr. WR Jauan Jennings WR Tez Johnson,,James Cook III,RB,18.83%,11.7
10,4943650798,Shanacole (144/150),0,238.28001,DST Seahawks  FLEX Juwan Johnson QB Davis Mills RB Jahmyr Gibbs RB De'Von Achane TE Dalton Schultz WR Jaxon Smith-Njigba WR Emeka Egbuka WR Mack Hollins,,Browns ,DST,17.44%,5
11,4939620103,andarmac99 (14/150),0,237.26,DST Lions  FLEX George Kittle QB Mac Jones RB Jahmyr Gibbs RB De'Von Achane TE Trey McBride WR Chris Olave WR Jameson Williams WR Jauan Jennings,,Trey McBride,TE,16.73%,30.7
12,4944518114,ststrat21 (56/150),0,237.2,DST Jaguars  FLEX George Kittle QB Jared Goff RB Jahmyr Gibbs RB De'Von Achane TE Cade Otton WR Nico Collins WR Rome Odunze WR Jameson Williams,,Jaguars ,DST,16.10%,11
13,4942804140,NEBaller24 (136/150),0,235.68001,DST Rams  FLEX Trey McBride QB Davis Mills RB Jahmyr Gibbs RB De'Von Achane TE Juwan Johnson WR Nico Collins WR Rome Odunze WR Tez Johnson,,Quinshon Judkins,FLEX,16.00%,10.5
14,4943650795,Shanacole (141/150),0,235.38,DST Seahawks  FLEX Juwan Johnson QB Davis Mills RB Jahmyr Gibbs RB De'Von Achane TE Dalton Schultz WR Puka Nacua WR Emeka Egbuka WR Mack Hollins,,Emeka Egbuka,WR,15.91%,26.5
15,4943967872,Burdell (131/150),0,234.96,DST Saints  FLEX Jahmyr Gibbs QB Mac Jones RB De'Von Achane RB TreVeyon Henderson TE George Kittle WR Emeka Egbuka WR Wan'Dale Robinson WR Jauan Jennings,,Hunter Henry,TE,15.16%,1.9
16,4944034881,TheManever (107/150),0,234.79999,DST Jaguars  FLEX George Kittle QB Jared Goff RB De'Von Achane RB TreVeyon Henderson TE Trey McBride WR Jaxon Smith-Njigba WR Jameson Williams WR Tez Johnson,,George Kittle,TE,14.96%,23.4
17,4942625559,damonhoggard (44/150),0,234.09999,DST Seahawks  FLEX Jauan Jennings QB Jared Goff RB Jahmyr Gibbs RB De'Von Achane TE Dalton Schultz WR Chris Olave WR Deebo Samuel Sr. WR Jameson Williams,,Mark Andrews,FLEX,14.90%,10.4
18,4943246564,PumbaaSJB (46/150),0,233.9,DST Jaguars  FLEX Sam LaPorta QB Jared Goff RB Jahmyr Gibbs RB De'Von Achane TE Trey McBride WR Chris Olave WR Jameson Williams WR Jauan Jennings,,Deebo Samuel Sr.,FLEX,14.37%,12.9
19,4943796651,HAWK84 (3/8),0,233.72,DST Texans  FLEX De'Von Achane QB Baker Mayfield RB Jahmyr Gibbs RB TreVeyon Henderson TE Cade Otton WR Nico Collins WR Jauan Jennings WR Tez Johnson,,TreVeyon Henderson,RB,14.28%,31
20,4941522208,DJHA95 (59/150),0,233.61998,DST Jets  FLEX Jameson Williams QB Baker Mayfield RB De'Von Achane RB TreVeyon Henderson TE Trey McBride WR Emeka Egbuka WR Deebo Samuel Sr. WR Tez Johnson,,Tez Johnson,WR,14.07%,20.2
21,4943135651,daltonlws (111/150),0,233.46,DST Saints  FLEX Kyren Williams QB Mac Jones RB Jahmyr Gibbs RB De'Von Achane TE George Kittle WR Nico Collins WR Jauan Jennings WR Tez Johnson,,Sam LaPorta,FLEX,13.43%,10.3
22,4943021790,LilErbie (49/150),0,233.2,DST Texans  FLEX George Kittle QB Drake Maye RB De'Von Achane RB TreVeyon Henderson TE Trey McBride WR Emeka Egbuka WR Jameson Williams WR Jauan Jennings,,Cade Otton,TE,12.76%,17.2
23,4941135018,OwlPhd (42/150),0,232.99998,DST Saints  FLEX Jahmyr Gibbs QB Jared Goff RB De'Von Achane RB Kyren Williams TE George Kittle WR Stefon Diggs WR Jameson Williams WR Tez Johnson,,Marvin Harrison Jr.,WR,12.09%,14.3
24,4938387698,arobinson11 (144/150),0,232.86002,DST Saints  FLEX Jahmyr Gibbs QB Mac Jones RB De'Von Achane RB TreVeyon Henderson TE George Kittle WR Nico Collins WR Tetairoa McMillan WR Jauan Jennings,,Josh Allen,QB,12.05%,24.34
24,4942840957,mythicalrhymer01 (55/150),0,232.86,DST Bears  FLEX George Kittle QB Mac Jones RB De'Von Achane RB TreVeyon Henderson TE Trey McBride WR Emeka Egbuka WR Nico Collins WR Jauan Jennings,,Wan'Dale Robinson,WR,11.89%,12.2
26,4941514866,ZeekyDK3013 (128/150),0,232.81999,DST Jets  FLEX George Kittle QB Baker Mayfield RB De'Von Achane RB TreVeyon Henderson TE Trey McBride WR Emeka Egbuka WR Stefon Diggs WR Tez Johnson,,Dalton Kincaid,TE,11.56%,5.7
27,4943972199,jklewis (28/150),0,232.72,DST Seahawks  FLEX Jameson Williams QB Baker Mayfield RB De'Von Achane RB TreVeyon Henderson TE Cade Otton WR Emeka Egbuka WR Nico Collins WR Jauan Jennings,,Khalil Shakir,WR,11.37%,12.8
28,4943779755,gotclappedbyrob (12/20),0,232.38002,DST Jets  FLEX Kyren Williams QB Davis Mills RB Jahmyr Gibbs RB De'Von Achane TE Dalton Schultz WR Nico Collins WR Stefon Diggs WR Jauan Jennings,,Lamar Jackson,QB,11.30%,16.64
29,4942683546,tpolak25 (33/150),0,232.21999,DST Texans  FLEX Trey McBride QB Baker Mayfield RB Jahmyr Gibbs RB De'Von Achane TE Cade Otton WR Stefon Diggs WR Jameson Williams WR Tez Johnson,,Jameson Williams,WR,10.84%,26.9
30,4942188215,jjwattup (73/150),0,232.11998,DST Jets  FLEX Jahmyr Gibbs QB Baker Mayfield RB De'Von Achane RB TreVeyon Henderson TE Cade Otton WR Emeka Egbuka WR Parker Washington WR Darius Slayton,,Jahmyr Gibbs,FLEX,10.68%,41.2
31,4943885433,chrismwd (148/150),0,232.08,DST Browns  FLEX Jahmyr Gibbs QB Davis Mills RB De'Von Achane RB TreVeyon Henderson TE Mark Andrews WR Emeka Egbuka WR Nico Collins WR Tez Johnson,,Kyren Williams,FLEX,10.47%,22.4
32,4943322780,Farmboy35 (96/150),0,231.99998,DST Saints  FLEX George Kittle QB Matthew Stafford RB De'Von Achane RB TreVeyon Henderson TE Trey McBride WR Davante Adams WR Jameson Williams WR Parker Washington,,Buccaneers ,DST,10.26%,2
33,4942337742,bushnell242003 (17/25),0,231.96,DST Jaguars  FLEX Jauan Jennings QB Mac Jones RB Jahmyr Gibbs RB De'Von Achane TE George Kittle WR Emeka Egbuka WR Marvin Harrison Jr. WR Jameson Williams,,Stefon Diggs,WR,10.17%,15.6
34,4942095111,schmoopyx (52/150),0,231.90001,DST Jaguars  FLEX Jahmyr Gibbs QB Drake Maye RB De'Von Achane RB TreVeyon Henderson TE Trey McBride WR Stefon Diggs WR Tez Johnson WR Mack Hollins,,Jared Goff,QB,9.29%,27.8
35,4941346143,mlief (42/150),0,231.88002,DST Jets  FLEX Trey McBride QB Davis Mills RB Jahmyr Gibbs RB De'Von Achane TE Dalton Schultz WR Nico Collins WR Zay Flowers WR Khalil Shakir,,Derrick Henry,RB,9.01%,11.4
36,4936510172,gchmiele (2/150),0,231.68001,DST Cardinals  FLEX Jameson Williams QB Davis Mills RB Jahmyr Gibbs RB De'Von Achane TE Trey McBride WR Nico Collins WR Tetairoa McMillan WR Jauan Jennings,,Justin Jefferson,WR,8.81%,7.7
