Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5007209582,PhilliphJM83 (20/26),0,220.62,DST Giants  FLEX Harold Fannin Jr. QB Tyler Shough RB Bijan Robinson RB James Cook III TE Juwan Johnson WR Chris Olave WR Courtland Sutton WR Parker Washington,,Jahmyr Gibbs,RB,38.19%,22.8
2,5007307044,BoangTao33 (95/150),0,218.2,DST Raiders  FLEX Ashton Jeanty QB Justin Herbert RB James Cook III RB Chase Brown TE Brock Bowers WR Chris Olave WR Quentin Johnston WR Keenan Allen,,Bijan Robinson,RB,37.67%,29.8
3,5007238143,DigitalDreams (123/126),0,218.16,DST Titans  FLEX Bijan Robinson QB Trevor Lawrence RB Chase Brown RB Tony Pollard TE Mike Gesicki WR Chris Olave WR Tetairoa McMillan WR Parker Washington,,DK Metcalf,WR,31.61%,8.2
4,5007894886,tcs26 (39/149),0,216.3,DST Vikings  FLEX Parker Washington QB Justin Herbert RB Bijan Robinson RB Ashton Jeanty TE Dalton Schultz WR Chris Olave WR Ladd McConkey WR Keenan Allen,,Amon-Ra St. Brown,WR,26.26%,9.4
5,5007484343,ChiefST (70/150),0,215.29999,DST Bengals  FLEX Kenneth Gainwell QB Justin Herbert RB Bijan Robinson RB Chase Brown TE Kyle Pitts Sr. WR Chris Olave WR Quentin Johnston WR Jalen Coker,,Jameson Williams,FLEX,22.87%,12
6,5006454256,W1zK1d (61/150),0,215.2,DST Titans  FLEX Kenneth Gainwell QB Justin Herbert RB Jahmyr Gibbs RB RJ Harvey TE Harold Fannin Jr. WR Chris Olave WR Courtland Sutton WR Quentin Johnston,,Xavier Worthy,WR,20.06%,6.1
7,5006905422,Friendly_Ghost (131/150),0,214.8,DST Titans  FLEX Kenneth Gainwell QB Justin Herbert RB Bijan Robinson RB Ashton Jeanty TE Harold Fannin Jr. WR Chris Olave WR Justin Jefferson WR Keenan Allen,,Kenneth Gainwell,FLEX,18.73%,23.8
8,5007428054,TheSheeks (12/80),0,214.57999,DST Giants  FLEX Juwan Johnson QB Jared Goff RB Bijan Robinson RB Kenneth Gainwell TE Taysom Hill WR Ja'Marr Chase WR Chris Olave WR Courtland Sutton,,Courtland Sutton,WR,17.67%,20.6
9,5006482273,slippinjimmyOG (146/150),0,214.56,DST Giants  FLEX Mike Gesicki QB Joe Burrow RB Ashton Jeanty RB Kenneth Gainwell TE Harold Fannin Jr. WR Ja'Marr Chase WR Tee Higgins WR Chris Olave,,Texans ,DST,17.55%,11
10,5007125058,praj329 (59/62),0,214.40001,DST Saints  FLEX Ashton Jeanty QB Justin Herbert RB Chase Brown RB Aaron Jones Sr. TE Juwan Johnson WR Chris Olave WR Jameson Williams WR Justin Jefferson,,Harold Fannin Jr.,TE,17.55%,19.5
11,5006322548,Zookeeperkills (37/150),0,214.14001,DST Giants  FLEX Kenneth Gainwell QB Tyler Shough RB Bijan Robinson RB James Cook III TE Taysom Hill WR Chris Olave WR Tetairoa McMillan WR Courtland Sutton,,Michael Carter,RB,17.04%,6.5
12,5007509867,nole91 (139/150),0,213.92,DST Saints  FLEX Brenton Strange QB Tyler Shough RB Bijan Robinson RB Kenneth Gainwell TE Juwan Johnson WR George Pickens WR Chris Olave WR Courtland Sutton,,De'Von Achane,RB,15.63%,18
13,5007207222,sploush (127/150),0,212.82,DST Giants  FLEX Kenneth Gainwell QB Tyler Shough RB Bijan Robinson RB Ashton Jeanty TE Juwan Johnson WR Chris Olave WR Jameson Williams WR Courtland Sutton,,Jacoby Brissett,QB,15.39%,11.62
13,5008621970,Infinitewave (108/150),0,212.82,DST Saints  FLEX Kenneth Gainwell QB J.J. McCarthy RB Bijan Robinson RB Chase Brown TE Harold Fannin Jr. WR Chris Olave WR DK Metcalf WR Parker Washington,,Ja'Marr Chase,WR,15.30%,22.9
15,5007125113,praj329 (61/62),0,211.00002,DST Saints  FLEX Ashton Jeanty QB Justin Herbert RB Chase Brown RB Kenneth Gainwell TE Darnell Washington WR Nico Collins WR Chris Olave WR Jameson Williams,,Justin Jefferson,WR,14.34%,14.5
16,5008011338,abiggs111 (119/150),0,210.95999,DST Titans  FLEX Dalton Schultz QB Joe Burrow RB Ashton Jeanty RB Kenneth Gainwell TE Kyle Pitts Sr. WR Ja'Marr Chase WR Chris Olave WR Justin Jefferson,,Chris Olave,WR,13.62%,39.8
17,5007981166,JayEeDoubleU (79/150),0,210.42001,DST Falcons  FLEX Taysom Hill QB Justin Herbert RB Bijan Robinson RB Jahmyr Gibbs TE Harold Fannin Jr. WR Chris Olave WR Courtland Sutton WR Quentin Johnston,,Kyle Pitts Sr.,TE,13.07%,18.7
18,5006048443,Stats848 (17/20),0,209.35999,DST Giants  FLEX Kyle Pitts Sr. QB Joe Burrow RB Chase Brown RB Kenneth Gainwell TE Brenton Strange WR Ja'Marr Chase WR Chris Olave WR Keenan Allen,,Darren Waller,FLEX,13.06%,7
19,5007320586,mathergj (95/150),0,209.26001,DST Saints  FLEX Parker Washington QB Trevor Lawrence RB Bijan Robinson RB Aaron Jones Sr. TE Harold Fannin Jr. WR Chris Olave WR Courtland Sutton WR Jakobi Meyers,,Titans ,DST,12.67%,10
20,5007119496,praj329 (48/62),0,208.40001,DST Saints  FLEX Ashton Jeanty QB Justin Herbert RB Chase Brown RB Kenneth Gainwell TE Brenton Strange WR Nico Collins WR Tetairoa McMillan WR Courtland Sutton,,Juwan Johnson,TE,12.66%,16.9
21,5005484601,CrystalWontons (51/138),0,208.27998,DST Saints  FLEX Isaac TeSlaa QB Kirk Cousins RB Bijan Robinson RB Ashton Jeanty TE Kyle Pitts Sr. WR George Pickens WR Chris Olave WR Marvin Harrison Jr.,,Trey McBride,TE,12.47%,6.7
22,5004422825,HC0023 (93/150),0,208.01999,DST Saints  FLEX Kyle Pitts Sr. QB Tyler Shough RB Ashton Jeanty RB Kenneth Gainwell TE Harold Fannin Jr. WR Ja'Marr Chase WR Chris Olave WR Keenan Allen,,Dalton Schultz,TE,11.89%,14.5
23,5007438258,ppass (133/150),0,207.84,DST Giants  FLEX Taysom Hill QB Tyler Shough RB Bijan Robinson RB Kenneth Gainwell TE Harold Fannin Jr. WR Ja'Marr Chase WR Chris Olave WR Courtland Sutton,,Mike Evans,WR,11.83%,14.1
24,5007123193,bighelmetfrankgore (101/150),0,207.28,DST Giants  FLEX Dalton Schultz QB Kirk Cousins RB Bijan Robinson RB RJ Harvey TE Juwan Johnson WR George Pickens WR Chris Olave WR Courtland Sutton,,James Cook III,RB,11.54%,29.4
25,5006731853,bionicknee (116/150),0,207.13998,DST Giants  FLEX Jaylen Warren QB Tyler Shough RB Bijan Robinson RB Kenneth Gainwell TE Taysom Hill WR Ja'Marr Chase WR Chris Olave WR Adonai Mitchell,,Javonte Williams,RB,11.29%,6.3
26,5008541613,bkmiller96 (121/150),0,206.96,DST Giants  FLEX Adonai Mitchell QB Joe Burrow RB Bijan Robinson RB Ashton Jeanty TE Harold Fannin Jr. WR Chris Olave WR Courtland Sutton WR DK Metcalf,,Nico Collins,WR,10.99%,9.9
27,5008808312,spottedowl81 (16/20),0,206.8,DST Bengals  FLEX Adonai Mitchell QB Justin Herbert RB Bijan Robinson RB Kenneth Gainwell TE Dalton Schultz WR George Pickens WR Chris Olave WR Quentin Johnston,,Aaron Jones Sr.,FLEX,10.67%,11.3
28,5006905441,Friendly_Ghost (150/150),0,206.63998,DST Saints  FLEX Ashton Jeanty QB Tyler Shough RB Jahmyr Gibbs RB RJ Harvey TE Taysom Hill WR Ja'Marr Chase WR Chris Olave WR Elic Ayomanor,,Tetairoa McMillan,WR,10.62%,19.3
29,5006711837,mjscott8824 (103/150),0,206.62,DST Saints  FLEX Kyle Pitts Sr. QB Tyler Shough RB Bijan Robinson RB Ashton Jeanty TE Juwan Johnson WR Chris Olave WR Tetairoa McMillan WR DK Metcalf,,Jets ,DST,10.34%,4
30,5007113163,jmanley12 (56/105),0,206.56,DST Saints  FLEX Elic Ayomanor QB Jared Goff RB Chase Brown RB Jaylen Warren TE T.J. Hockenson WR George Pickens WR Tee Higgins WR Chris Olave,,Jared Goff,QB,10.21%,29.46
31,5008737027,sulltrain55 (90/150),0,206.54001,DST Giants  FLEX Jahmyr Gibbs QB Tyler Shough RB Bijan Robinson RB Ashton Jeanty TE Taysom Hill WR Chris Olave WR Courtland Sutton WR Adonai Mitchell,,Travis Kelce,TE,10.12%,1.6
