Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4919107685,kal042300 (6/12),0,230.48,DST Buccaneers  FLEX Saquon Barkley QB C.J. Stroud RB Jonathan Taylor RB Breece Hall TE Kyle Pitts Sr. WR Chris Olave WR Khalil Shakir WR Chimere Dike,,Bijan Robinson,RB,49.72%,6.8
2,4919974986,artt112 (19/40),0,229.36,DST Buccaneers  FLEX Jonathan Taylor QB Tua Tagovailoa RB James Cook III RB Breece Hall TE Dallas Goedert WR Chris Olave WR Jaylen Waddle WR Malik Washington,,DeVonta Smith,WR,39.57%,14.4
3,4920162628,jgAllDay (4/150),0,226.51999,DST Bills  FLEX Jonathan Taylor QB Justin Fields RB James Cook III RB Breece Hall TE Mason Taylor WR Ja'Marr Chase WR Troy Franklin WR Jayden Higgins,,Ja'Marr Chase,WR,33.66%,21.1
4,4919908100,Cornnuggets72 (18/50),0,221.62,DST Eagles  FLEX Saquon Barkley QB Justin Fields RB James Cook III RB Breece Hall TE Mason Taylor WR Ja'Marr Chase WR Michael Pittman Jr. WR Troy Franklin,,Dalton Schultz,FLEX,30.93%,4.4
5,4916998314,TreSuede (144/150),0,217.58,DST Buccaneers  FLEX Jonathan Taylor QB C.J. Stroud RB Saquon Barkley RB Breece Hall TE Dalton Schultz WR Ja'Marr Chase WR Jaylin Noel WR Chimere Dike,,Jonathan Taylor,FLEX,28.47%,40.4
6,4921541268,al77simmons,0,217.42,DST Buccaneers  FLEX Jaylin Noel QB Josh Allen RB Jonathan Taylor RB James Cook III TE Dallas Goedert WR DeVonta Smith WR Khalil Shakir WR Troy Franklin,,Dallas Goedert,TE,24.88%,17.8
7,4917282264,chrissteimle (142/150),0,217.15999,DST Broncos  FLEX Jonathan Taylor QB Jalen Hurts RB Saquon Barkley RB Chase Brown TE Dallas Goedert WR Jaylen Waddle WR Troy Franklin WR Xavier Hutchinson,,Rachaad White,RB,23.95%,8.1
8,4921029186,troutstalker (99/150),0,216.28,DST Browns  FLEX Jonathan Taylor QB Bo Nix RB James Cook III RB Derrick Henry TE Dallas Goedert WR Jaylen Waddle WR Khalil Shakir WR Troy Franklin,,Derrick Henry,RB,23.71%,19.1
9,4917726014,bananaballs (1/8),0,215.71999,DST Bills  FLEX James Cook III QB C.J. Stroud RB Jonathan Taylor RB Saquon Barkley TE George Kittle WR Chris Olave WR Xavier Hutchinson WR Jayden Higgins,,Chris Olave,WR,20.38%,14
9,4920197336,i_just_guessed (137/150),0,215.71999,DST Patriots  FLEX Jonathan Taylor QB Jalen Hurts RB James Cook III RB Breece Hall TE Kyle Pitts Sr. WR DeVonta Smith WR Troy Franklin WR Olamide Zaccheaus,,Darnell Mooney,WR,19.83%,2.1
11,4921417829,Khouser0509 (29/150),0,215.44002,DST Eagles  FLEX Jonathan Taylor QB Daniel Jones RB James Cook III RB Breece Hall TE Dallas Goedert WR Michael Pittman Jr. WR Khalil Shakir WR Jaylin Noel,,Emeka Egbuka,WR,17.08%,6.5
12,4919808434,DeeMac74 (4/23),0,215.23997,DST Buccaneers  FLEX Jonathan Taylor QB Bo Nix RB Breece Hall RB Derrick Henry TE Dalton Schultz WR Tetairoa McMillan WR Jaylen Waddle WR Troy Franklin,,Courtland Sutton,WR,16.67%,10.7
13,4919341307,sbrown369 (134/150),0,215.2,DST Buccaneers  FLEX Jonathan Taylor QB Tua Tagovailoa RB De'Von Achane RB James Cook III TE Kyle Pitts Sr. WR Jaylen Waddle WR Khalil Shakir WR Jaylin Noel,,Kyle Pitts Sr.,TE,16.18%,14.9
14,4918643067,sydnick,0,214.68001,DST Bills  FLEX James Cook III QB Josh Allen RB Breece Hall RB Chase Brown TE Dallas Goedert WR DeVonta Smith WR Michael Pittman Jr. WR Khalil Shakir,,Bo Nix,QB,15.95%,24.78
15,4920415509,m4ch1n3m4n (35/150),0,214.37999,DST Eagles  FLEX Saquon Barkley QB Josh Allen RB James Cook III RB Breece Hall TE Mason Taylor WR Jaylen Waddle WR Zay Flowers WR Troy Franklin,,De'Von Achane,FLEX,15.50%,20.1
16,4919925442,Cabiito6969 (81/150),0,214.12,DST Dolphins  FLEX Jonathan Taylor QB Jalen Hurts RB Breece Hall RB Chase Brown TE Dallas Goedert WR DeVonta Smith WR Jaylen Waddle WR Troy Franklin,,Christian McCaffrey,RB,14.47%,9.8
17,4919912040,DJaXX45 (85/100),0,213.73997,DST Browns  FLEX Jonathan Taylor QB Bo Nix RB James Cook III RB Breece Hall TE Mason Taylor WR DeVonta Smith WR Tee Higgins WR Troy Franklin,,Cade Otton,TE,13.37%,8
18,4920169950,randallcarter (4/70),0,213.45999,DST Colts  FLEX James Cook III QB Jalen Hurts RB Saquon Barkley RB Chase Brown TE Dallas Goedert WR DeVonta Smith WR Michael Pittman Jr. WR Troy Franklin,,James Cook III,RB,12.99%,36.6
18,4920197091,randallcarter (32/70),0,213.45999,DST Colts  FLEX James Cook III QB Jalen Hurts RB Saquon Barkley RB Chase Brown TE Dallas Goedert WR DeVonta Smith WR Michael Pittman Jr. WR Troy Franklin,,Bengals ,DST,12.42%,-4
18,4921263187,randallcarter (55/70),0,213.45999,DST Colts  FLEX James Cook III QB Jalen Hurts RB Saquon Barkley RB Chase Brown TE Dallas Goedert WR DeVonta Smith WR Michael Pittman Jr. WR Troy Franklin,,Jalen Hurts,QB,11.92%,25.36
