Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Puka Nacua (40308232),Puka Nacua,40308232,WR/FLEX,8700,LAR@BAL 10/12/2025 01:00PM ET,LAR,28.6
RB,Jonathan Taylor (40308006),Jonathan Taylor,40308006,RB/FLEX,8500,ARI@IND 10/12/2025 01:00PM ET,IND,25.46
RB,Christian McCaffrey (40308008),Christian McCaffrey,40308008,RB/FLEX,8400,SF@TB 10/12/2025 04:25PM ET,SF,24.78
RB,De'Von Achane (40308010),De'Von Achane,40308010,RB/FLEX,7800,LAC@MIA 10/12/2025 01:00PM ET,MIA,18.5
WR,Ja'Marr Chase (40308234),Ja'Marr Chase,40308234,WR/FLEX,7700,CIN@GB 10/12/2025 04:25PM ET,CIN,18.66
WR,Jaxon Smith-Njigba (40308236),Jaxon Smith-Njigba,40308236,WR/FLEX,7600,SEA@JAX 10/12/2025 01:00PM ET,SEA,21.7
WR,CeeDee Lamb (40308238),CeeDee Lamb,40308238,WR/FLEX,7500,DAL@CAR 10/12/2025 01:00PM ET,DAL,14.73
RB,Josh Jacobs (40308012),Josh Jacobs,40308012,RB/FLEX,7300,CIN@GB 10/12/2025 04:25PM ET,GB,18.12
WR,Emeka Egbuka (40308240),Emeka Egbuka,40308240,WR/FLEX,7200,SF@TB 10/12/2025 04:25PM ET,TB,21.68
QB,Lamar Jackson (40307936),Lamar Jackson,40307936,QB,7000,LAR@BAL 10/12/2025 01:00PM ET,BAL,23.84
RB,Bucky Irving (40308014),Bucky Irving,40308014,RB/FLEX,7000,SF@TB 10/12/2025 04:25PM ET,TB,19
RB,Ashton Jeanty (40308016),Ashton Jeanty,40308016,RB/FLEX,6900,TEN@LV 10/12/2025 04:05PM ET,LV,15.82
WR,George Pickens (40308242),George Pickens,40308242,WR/FLEX,6800,DAL@CAR 10/12/2025 01:00PM ET,DAL,18.34
WR,Davante Adams (40308244),Davante Adams,40308244,WR/FLEX,6700,LAR@BAL 10/12/2025 01:00PM ET,LAR,15.74
QB,Baker Mayfield (40307937),Baker Mayfield,40307937,QB,6600,SF@TB 10/12/2025 04:25PM ET,TB,21.94
WR,Mike Evans (40308246),Mike Evans,40308246,WR/FLEX,6600,SF@TB 10/12/2025 04:25PM ET,TB,11.33
