Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,4848822310,TwitterQueen (5/20),0,211.04,DST Dolphins  FLEX Jake Ferguson QB Dak Prescott RB Christian McCaffrey RB Alvin Kamara TE Tucker Kraft WR Ja'Marr Chase WR Malik Nabers WR Jakobi Meyers,,Christian McCaffrey,RB,28.04%,22.7
2,4848960091,KHHHAAANNN (14/20),0,203.40001,DST Cardinals  FLEX Chase Brown QB Lamar Jackson RB Christian McCaffrey RB Josh Jacobs TE Tucker Kraft WR Malik Nabers WR Rome Odunze WR Elic Ayomanor,,Jakobi Meyers,FLEX,19.92%,12.8
3,4848387535,mello610 (16/20),0,202.28,DST Rams  FLEX De'Von Achane QB Caleb Williams RB TreVeyon Henderson RB Jacory Croskey-Merritt TE Tucker Kraft WR Ja'Marr Chase WR Malik Nabers WR Rome Odunze,,Josh Jacobs,RB,18.81%,14.4
4,4849033734,royer99 (11/18),0,200.5,DST Broncos  FLEX Malik Nabers QB Sam Darnold RB Javonte Williams RB Kenneth Walker III TE Zach Ertz WR Ja'Marr Chase WR Jaxon Smith-Njigba WR Cooper Kupp,,Emeka Egbuka,WR,18.72%,12.9
5,4847564148,2briar (9/20),0,200.19998,DST Ravens  FLEX Jakobi Meyers QB Russell Wilson RB De'Von Achane RB Tony Pollard TE Tucker Kraft WR CeeDee Lamb WR Malik Nabers WR Chris Olave,,Rams ,DST,18.23%,8
6,4847537798,bradgotin (2/3),0,199.16,DST Rams  FLEX Dalton Kincaid QB Jared Goff RB Christian McCaffrey RB Jahmyr Gibbs TE Sam LaPorta WR Amon-Ra St. Brown WR Jameson Williams WR Rome Odunze,,Derrick Henry,RB,17.49%,2.3
7,4847010702,peteshyda (3/20),0,197.94,DST Seahawks  FLEX Wan'Dale Robinson QB Trevor Lawrence RB De'Von Achane RB Chase Brown TE Harold Fannin Jr. WR Ja'Marr Chase WR Puka Nacua WR Jauan Jennings,,Deebo Samuel Sr.,FLEX,14.77%,17.4
8,4848068597,ChipotleShark (10/20),0,197.12,DST Ravens  FLEX James Conner QB Bryce Young RB Christian McCaffrey RB De'Von Achane TE Ja'Tavion Sanders WR Ja'Marr Chase WR Tetairoa McMillan WR Hunter Renfrow,,Travis Etienne Jr.,RB,14.76%,16.9
9,4847195728,garybeaird (2/2),0,197.06,DST Eagles  FLEX Christian McCaffrey QB Jared Goff RB Jahmyr Gibbs RB Javonte Williams TE Juwan Johnson WR Amon-Ra St. Brown WR Jakobi Meyers WR Keenan Allen,,Hollywood Brown,FLEX,14.73%,8
10,4848068588,ChipotleShark (1/20),0,196.86002,DST Dolphins  FLEX Jakobi Meyers QB Jared Goff RB De'Von Achane RB Chase Brown TE Sam LaPorta WR Amon-Ra St. Brown WR Jameson Williams WR Rome Odunze,,CeeDee Lamb,WR,14.36%,23.2
10,4848068590,ChipotleShark (3/20),0,196.86002,DST Dolphins  FLEX Jakobi Meyers QB Jared Goff RB De'Von Achane RB Chase Brown TE Sam LaPorta WR Amon-Ra St. Brown WR Jameson Williams WR Rome Odunze,,Jaxon Smith-Njigba,WR,13.66%,21.3
12,4848107337,bjwiley (1/2),0,196.54,DST Rams  FLEX Chuba Hubbard QB Joe Burrow RB Christian McCaffrey RB Josh Jacobs TE Tucker Kraft WR Ja'Marr Chase WR Rome Odunze WR Troy Franklin,,Josh Allen,QB,13.63%,11.82
13,4846373551,bbehnke20 (2/20),0,196.48,DST Seahawks  FLEX Jahmyr Gibbs QB Caleb Williams RB Josh Jacobs RB Kyren Williams TE Tucker Kraft WR Malik Nabers WR George Pickens WR Rome Odunze,,Javonte Williams,FLEX,12.85%,25
14,4848673189,carolsherman (11/20),0,196.46002,DST Dolphins  FLEX Javonte Williams QB Jared Goff RB Jahmyr Gibbs RB D'Andre Swift TE Sam LaPorta WR Amon-Ra St. Brown WR DJ Moore WR Rome Odunze,,Keenan Allen,WR,12.50%,17.1
15,4849391052,Ozone (4/4),0,195.96,DST Saints  FLEX CeeDee Lamb QB Jared Goff RB Alvin Kamara RB Dylan Sampson TE Sam LaPorta WR Malik Nabers WR Jameson Williams WR Rome Odunze,,Ja'Marr Chase,WR,12.41%,39.5
16,4847099394,Quivalier (1/20),0,195.81999,DST Jaguars  FLEX Bijan Robinson QB Bryce Young RB Chuba Hubbard RB Trey Benson TE Ja'Tavion Sanders WR Ja'Marr Chase WR Malik Nabers WR Tetairoa McMillan,,Keon Coleman,WR,12.38%,5.6
17,4849379503,bfitm17 (11/20),0,195.44,DST Cardinals  FLEX Keenan Allen QB Dak Prescott RB Christian McCaffrey RB Jonathan Taylor TE Jake Ferguson WR Malik Nabers WR George Pickens WR Calvin Ridley,,Breece Hall,RB,12.20%,5.8
18,4846748793,sacking (1/20),0,195.4,DST Ravens  FLEX Chig Okonkwo QB Drake Maye RB Josh Jacobs RB Kyren Williams TE Tucker Kraft WR Ja'Marr Chase WR Malik Nabers WR Tee Higgins,,Chase Brown,RB,11.88%,8.5
19,4849441172,holden1818 (2/2),0,195.15999,DST Browns  FLEX Kyle Pitts Sr. QB Jared Goff RB Jonathan Taylor RB Josh Jacobs TE Tyler Warren WR Malik Nabers WR Amon-Ra St. Brown WR Terry McLaurin,,Puka Nacua,WR,11.52%,27.6
20,4847269740,booradley5 (9/20),0,194.94,DST Dolphins  FLEX Jonathan Taylor QB Dak Prescott RB Josh Jacobs RB Alvin Kamara TE Jake Ferguson WR Puka Nacua WR Jaxon Smith-Njigba WR Wan'Dale Robinson,,Kyren Williams,RB,11.30%,10
21,4847548903,Corkb (16/18),0,194.72,DST Bills  FLEX Puka Nacua QB Bryce Young RB Saquon Barkley RB Chuba Hubbard TE Ja'Tavion Sanders WR Ja'Marr Chase WR Tetairoa McMillan WR Hunter Renfrow,,Zay Flowers,WR,11.29%,14.9
22,4846102188,bigbabyperm (13/20),0,194.16,DST Rams  FLEX Chuba Hubbard QB Jared Goff RB Christian McCaffrey RB Kyren Williams TE Sam LaPorta WR Amon-Ra St. Brown WR Rome Odunze WR Rashid Shaheed,,James Conner,FLEX,11.22%,12.2
23,4848960080,KHHHAAANNN (3/20),0,194.1,DST Rams  FLEX De'Von Achane QB Lamar Jackson RB Christian McCaffrey RB Josh Jacobs TE Tucker Kraft WR Malik Nabers WR Jakobi Meyers WR Elic Ayomanor,,Justin Herbert,QB,10.94%,19.78
24,4846527803,jamesoad23 (1/2),0,193.94,DST Rams  FLEX Troy Franklin QB Dak Prescott RB Ashton Jeanty RB Jonathan Taylor TE Harold Fannin Jr. WR Puka Nacua WR Malik Nabers WR George Pickens,,Harold Fannin Jr.,TE,10.33%,9.8
25,4848062819,Ocin_D_Clown (2/20),0,193.24,DST Steelers  FLEX DeVonta Smith QB Dak Prescott RB Josh Jacobs RB James Cook TE Jake Ferguson WR Ja'Marr Chase WR George Pickens WR Rome Odunze,,Ladd McConkey,WR,10.24%,9.8
26,4846373561,bbehnke20 (12/20),0,193.08,DST Ravens  FLEX Cade Otton QB Caleb Williams RB De'Von Achane RB Chase Brown TE Tucker Kraft WR Malik Nabers WR Amon-Ra St. Brown WR DJ Moore,,Quentin Johnston,WR,9.84%,15.9
27,4846194580,sosamightygg22 (7/20),0,192.99998,DST Seahawks  FLEX Hollywood Brown QB Drake Maye RB Jonathan Taylor RB James Conner TE Tucker Kraft WR CeeDee Lamb WR Malik Nabers WR Calvin Ridley,,Garrett Wilson,WR,9.75%,9
28,4846341263,CashMoneyClassic (3/20),0,192.7,DST Texans  FLEX Hunter Henry QB Drake Maye RB Christian McCaffrey RB Josh Jacobs TE Tucker Kraft WR Ja'Marr Chase WR Malik Nabers WR Jakobi Meyers,,Tucker Kraft,TE,9.63%,27.4
29,4848885557,Denverscoremega (10/18),0,192.36002,DST Colts  FLEX James Cook QB Jared Goff RB Jahmyr Gibbs RB Breece Hall TE Sam LaPorta WR Amon-Ra St. Brown WR Keenan Allen WR Rome Odunze,,Jayden Daniels,QB,9.24%,19.7
30,4848375458,tedsellers86 (16/20),0,192.14,DST Rams  FLEX Travis Kelce QB Dak Prescott RB Josh Jacobs RB Javonte Williams TE Tucker Kraft WR Puka Nacua WR Malik Nabers WR Jakobi Meyers,,Marvin Harrison Jr.,WR,8.98%,4.7
