Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,5012294314,BullDozier (3/20),0,204.21999,DST Steelers  FLEX Michael Mayer QB Tyler Shough RB Christian McCaffrey RB Bijan Robinson TE AJ Barner WR Chris Olave WR Wan'Dale Robinson WR Tre Tucker,,Ashton Jeanty,RB,35.35%,9.3
2,5011849303,skbirving (3/3),0,202.7,DST Giants  FLEX Kyren Williams QB Caleb Williams RB Christian McCaffrey RB D'Andre Swift TE Colston Loveland WR Wan'Dale Robinson WR Jauan Jennings WR Luther Burden III,,Puka Nacua,WR,30.00%,15.7
3,5011530109,Smitty_7 (3/8),0,201.04,DST Broncos  FLEX Ashton Jeanty QB Kirk Cousins RB Bijan Robinson RB Derrick Henry TE Colston Loveland WR Chris Olave WR Luther Burden III WR Kyle Williams,,Christian McCaffrey,RB,23.75%,31.1
4,5013548031,LTskelter (8/20),0,199.81999,DST Browns  FLEX Jake Tonges QB Brock Purdy RB Christian McCaffrey RB Bijan Robinson TE Hunter Henry WR Stefon Diggs WR Jauan Jennings WR Troy Franklin,,Broncos ,DST,20.61%,5
5,5013548034,LTskelter (11/20),0,198.82,DST Browns  FLEX Colby Parkinson QB Tyler Shough RB Chase Brown RB D'Andre Swift TE Trey McBride WR Chris Olave WR Stefon Diggs WR Parker Washington,,Jauan Jennings,WR,20.13%,12.2
6,5013034052,aubie3 (1/3),0,198.01999,DST Giants  FLEX Michael Wilson QB Tyler Shough RB Bijan Robinson RB Chase Brown TE Colston Loveland WR Courtland Sutton WR Luther Burden III WR Alec Pierce,,Ja'Marr Chase,WR,19.29%,25
7,5013201404,Sabre1123 (3/10),0,197.42,DST Steelers  FLEX Michael Mayer QB Brock Purdy RB Travis Etienne Jr. RB D'Andre Swift TE Trey McBride WR Chris Olave WR Jauan Jennings WR Luther Burden III,,Jakobi Meyers,WR,17.83%,8.9
8,5011978101,fastlaneracing (5/10),0,197.31999,DST Panthers  FLEX AJ Barner QB Tyler Shough RB Christian McCaffrey RB Bijan Robinson TE Hunter Henry WR Chris Olave WR Stefon Diggs WR Chimere Dike,,Chase Brown,RB,14.63%,32.1
9,5012274763,HakeemTheDream (10/20),0,194.7,DST Giants  FLEX Jake Tonges QB Joe Burrow RB Bijan Robinson RB Travis Etienne Jr. TE Michael Mayer WR Ja'Marr Chase WR Stefon Diggs WR Jauan Jennings,,Stefon Diggs,WR,14.52%,25.1
10,5012859488,SpeedRacer101 (19/20),0,194.12,DST Titans  FLEX Christian McCaffrey QB Brock Purdy RB Ashton Jeanty RB Breece Hall TE Michael Mayer WR Mike Evans WR Stefon Diggs WR Luther Burden III,,Trey McBride,FLEX,14.41%,23.6
