full_name,posteam,position,week,carries,carries_pg,pct_team_carries,rush_yards_pg,rush_yards_pc,rush_tds,exp_rush_yards_pc,ryoe_pc,rush_epa_pp,broken_tackles,broken_tackles_rate,ybc_pc,yac_pc,rz_carries,pct_team_rz_carries,i10_carries,pct_team_i10_carries,i5_carries,pct_team_i5_carries,opps,opps_pg,hvts,hvts_pg,hvt_pct
Travis Etienne,JAX,RB,14,14,14,0.7,35,2.5,1,4.018541867,-1.518541867,-0.2300749769,0,0,0,0,1,1,0,0,0,0,18,18,4,4,0.2222222222
Devin Singletary,HOU,RB,14,13,13,0.6842105263,65,5,1,3.754910727,1.245089273,0.04076307977,0,0,0,0,7,1,7,1,4,1,16,16,10,10,0.625
Josh Jacobs,LV,RB,14,13,13,0.7647058824,34,2.615384615,0,3.518920708,-0.9035360925,-0.2476766016,0,0,0,0,1,0.3333333333,0,0,0,0,15,15,2,2,0.1333333333
Zack Moss,IND,RB,14,13,13,0.7222222222,28,2.153846154,0,3.632621328,-1.478775174,-0.3111614121,0,0,0,0,0,0,0,0,0,0,21,21,8,8,0.380952381
Alvin Kamara,NO,RB,14,12,12,0.48,56,4.666666667,1,4.947381764,-0.2807150969,0.1865661113,0,0,0,0,0,0,0,0,0,0,17,17,5,5,0.2941176471
Jerome Ford,CLE,RB,14,12,12,0.4285714286,51,4.25,0,2.86331669,1.38668331,-0.2985598343,0,0,0,0,0,0,0,0,0,0,18,18,6,6,0.3333333333
Justin Fields,CHI,QB,14,12,12,0.4,58,4.833333333,1,0,4.833333333,0.2773771734,0,0,0,0,1,0.5,0,0,0,0,12,12,0,0,0
Najee Harris,PIT,RB,14,12,12,0.4285714286,29,2.416666667,0,3.51840063,-1.101733963,-0.379413487,2,0.1666666667,-0.08333333333,2.5,2,0.5,0,0,0,0,15,15,3,3,0.2
Ty Chandler,MIN,RB,14,12,12,0.4,35,2.916666667,0,3.579218882,-0.6625522152,-0.2070041767,0,0,0,0,1,0.1111111111,0,0,0,0,15,15,3,3,0.2
Clyde Edwards-Helaire,KC,RB,14,11,11,0.6111111111,39,3.545454545,0,4.660301869,-1.114847323,-0.1823303576,0,0,0,0,0,0,0,0,0,0,15,15,4,4,0.2666666667
D'Andre Swift,PHI,RB,14,11,11,0.4782608696,39,3.545454545,0,6.710197307,-3.164742761,-0.1552995305,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0
D'Onta Foreman,CHI,RB,14,11,11,0.3666666667,50,4.545454545,0,3.590806446,0.9546480995,-0.07314704063,0,0,0,0,1,0.5,1,1,0,0,14,14,4,4,0.2857142857
Jahmyr Gibbs,DET,RB,14,11,11,0.4583333333,66,6,1,5.015065902,0.9849340979,-0.1005224467,0,0,0,0,2,1,0,0,0,0,15,15,4,4,0.2666666667
Jamaal Williams,NO,RB,14,11,11,0.44,43,3.909090909,0,3.799295516,0.1097953926,-0.2020027125,0,0,0,0,0,0,0,0,0,0,12,12,1,1,0.08333333333
Lamar Jackson,BAL,QB,14,11,11,0.4230769231,70,6.363636364,0,0,6.363636364,0.1203951977,0,0,0,0,3,0.75,1,1,0,0,11,11,1,1,0.09090909091
Alexander Mattison,MIN,RB,14,10,10,0.3333333333,66,6.6,0,4.263265964,2.336734036,0.1656241838,0,0,0,0,5,0.5555555556,0,0,0,0,11,11,1,1,0.09090909091
Austin Ekeler,LAC,RB,14,10,10,0.5263157895,51,5.1,1,5.301126389,-0.2011263887,0.2400698334,0,0,0,0,2,0.5,1,0.5,0,0,17,17,8,8,0.4705882353
Bijan Robinson,ATL,RB,14,10,10,0.3846153846,34,3.4,1,4.201161143,-0.8011611425,0.02680585743,0,0,0,0,0,0,0,0,0,0,17,17,7,7,0.4117647059
Breece Hall,NYJ,RB,14,10,10,0.3846153846,40,4,0,3.169366662,0.8306333385,-0.2385228671,0,0,0,0,1,0.25,0,0,0,0,19,19,9,9,0.4736842105
David Montgomery,DET,RB,14,10,10,0.4166666667,66,6.6,0,6.065012885,0.5349871152,0.3081831371,0,0,0,0,0,0,0,0,0,0,13,13,3,3,0.2307692308
James Cook,BUF,RB,14,10,10,0.3571428571,58,5.8,0,6.229377976,-0.4293779757,0.1727348376,0,0,0,0,0,0,0,0,0,0,15,15,5,5,0.3333333333
Josh Allen,BUF,QB,14,10,10,0.3571428571,32,3.2,1,0,3.2,-0.08292113364,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0
Kareem Hunt,CLE,RB,14,10,10,0.3571428571,27,2.7,1,4.194587804,-1.494587804,0.1357207778,0,0,0,0,0,0,0,0,0,0,11,11,1,1,0.09090909091
Miles Sanders,CAR,RB,14,10,10,0.2564102564,74,7.4,0,3.672053045,3.727946955,0.4117218608,0,0,0,0,1,0.125,0,0,0,0,10,10,0,0,0
Tyler Allgeier,ATL,RB,14,9,9,0.3461538462,40,4.444444444,0,0,4.444444444,-0.006538253834,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0
Zach Charbonnet,SEA,RB,14,9,9,0.45,44,4.888888889,0,0,4.888888889,-0.1570473185,0,0,0,0,1,0.2,1,0.5,1,1,10,10,2,2,0.2
Chase Brown,CIN,RB,14,8,8,0.25,25,3.125,0,0,3.125,-0.365003295,0,0,0,0,0,0,0,0,0,0,11,11,3,3,0.2727272727
Chase Edmonds,TB,RB,14,8,8,0.2162162162,40,5,0,0,5,-0.02050159976,0,0,0,0,0,0,0,0,0,0,10,10,2,2,0.2
Kenneth Walker,SEA,RB,14,8,8,0.4,21,2.625,0,0,2.625,-0.3690951267,0,0,0,0,3,0.6,0,0,0,0,13,13,5,5,0.3846153846
Mitchell Trubisky,PIT,QB,14,8,8,0.2857142857,30,3.75,1,0,3.75,0.3383567753,1,0.125,1.75,2,2,0.5,1,1,0,0,8,8,1,1,0.125
Dalvin Cook,NYJ,RB,14,7,7,0.2692307692,13,1.857142857,0,0,1.857142857,-0.4119265696,0,0,0,0,2,0.5,2,1,0,0,8,8,3,3,0.375
Devon Achane,MIA,RB,14,7,7,0.2258064516,47,6.714285714,0,0,6.714285714,0.1744048388,0,0,0,0,1,0.3333333333,0,0,0,0,16,16,9,9,0.5625
Jaylen Warren,PIT,RB,14,7,7,0.25,11,1.571428571,0,0,1.571428571,-0.4764918495,0,0,0.1428571429,1.428571429,0,0,0,0,0,0,12,12,5,5,0.4166666667
Tyjae Spears,TEN,RB,14,7,7,0.2413793103,29,4.142857143,0,0,4.142857143,0.002410214028,0,0,0,0,1,0.25,0,0,0,0,15,15,8,8,0.5333333333
Gus Edwards,BAL,RB,14,6,6,0.2307692308,15,2.5,0,0,2.5,-0.4288498334,0,0,0,0,1,0.25,0,0,0,0,6,6,0,0,0
Isaiah Spiller,LAC,RB,14,6,6,0.3157894737,19,3.166666667,0,0,3.166666667,-0.3954726577,0,0,0,0,1,0.25,0,0,0,0,6,6,0,0,0
Russell Wilson,DEN,QB,14,6,6,0.1935483871,5,0.8333333333,0,0,0.8333333333,-0.6507175379,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0
Jaleel McLaughlin,DEN,RB,14,5,5,0.1612903226,25,5,0,0,5,0.3049045018,0,0,0,0,0,0,0,0,0,0,7,7,2,2,0.2857142857
Jalen Hurts,PHI,QB,14,5,5,0.2173913043,30,6,0,0,6,-0.6718242452,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0
Jayden Reed,GB,WR,14,5,5,0.1923076923,38,7.6,1,0,7.6,0.3940434701,0,0,0,0,0,0,0,0,0,0,15,15,10,10,0.6666666667
Joshua Dobbs,MIN,QB,14,5,5,0.1666666667,21,4.2,0,0,4.2,-0.1432406084,0,0,0,0,2,0.2222222222,0,0,0,0,5,5,0,0,0
Ty Johnson,BUF,RB,14,5,5,0.1785714286,19,3.8,0,0,3.8,0.04561657207,0,0,0,0,1,0.5,1,1,0,0,7,7,3,3,0.4285714286
Dameon Pierce,HOU,RB,14,4,4,0.2105263158,9,2.25,0,0,2.25,-0.3776485298,0,0,0,0,0,0,0,0,0,0,5,5,1,1,0.2
Desmond Ridder,ATL,QB,14,4,4,0.1538461538,15,3.75,1,0,3.75,0.5173831632,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Jerick McKinnon,KC,RB,14,4,4,0.2222222222,19,4.75,1,0,4.75,0.9912621697,0,0,0,0,0,0,0,0,0,0,7,7,3,3,0.4285714286
Joe Flacco,CLE,QB,14,4,4,0.1428571429,-1,-0.25,0,0,-0.25,-0.05095152874,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Jordan Mason,SF,RB,14,4,4,0.1739130435,20,5,1,0,5,0.3173589346,0,0,0,0,0,0,0,0,0,0,5,5,1,1,0.2
Kenneth Gainwell,PHI,RB,14,4,4,0.1739130435,28,7,0,0,7,0.1839867939,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Will Levis,TEN,QB,14,4,4,0.1379310345,15,3.75,0,0,3.75,-0.8699499565,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
Bailey Zappe,NE,QB,14,3,3,0.12,13,4.333333333,0,0,4.333333333,0.247350684,0,0,4.333333333,0,0,0,0,0,0,0,3,3,0,0,0
Baker Mayfield,TB,QB,14,3,3,0.08108108108,3,1,1,0,1,-0.2541462953,0,0,0,0,1,0.25,1,0.5,0,0,3,3,1,1,0.3333333333
Boston Scott,PHI,RB,14,3,3,0.1304347826,9,3,0,0,3,-0.3611853856,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Bryce Young,CAR,QB,14,3,3,0.07692307692,40,13.33333333,0,0,13.33333333,1.729383413,0,0,0,0,2,0.25,0,0,0,0,3,3,0,0,0
Cordarrelle Patterson,ATL,RB,14,3,3,0.1153846154,7,2.333333333,0,0,2.333333333,-0.3292508128,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
D'Ernest Johnson,JAX,RB,14,3,3,0.15,12,4,0,0,4,-0.1055826153,0,0,0,0,0,0,0,0,0,0,6,6,3,3,0.5
D.J. Moore,CHI,WR,14,3,3,0.1,20,6.666666667,1,0,6.666666667,-0.3464988838,0,0,0,0,0,0,0,0,0,0,14,14,11,11,0.7857142857
Dak Prescott,DAL,QB,14,3,3,0.09375,11,3.666666667,0,0,3.666666667,0.5433865963,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Drew Lock,SEA,QB,14,3,3,0.15,5,1.666666667,0,0,1.666666667,-0.4362911581,0,0,0,0,1,0.2,1,0.5,0,0,3,3,1,1,0.3333333333
Israel Abanikanda,NYJ,RB,14,3,3,0.1153846154,-1,-0.3333333333,0,0,-0.3333333333,-0.5477292866,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Joshua Kelley,LAC,RB,14,3,3,0.1578947368,6,2,0,0,2,-1.621991237,0,0,0,0,1,0.25,1,0.5,0,0,3,3,1,1,0.3333333333
Khalil Herbert,CHI,RB,14,3,3,0.1,8,2.666666667,0,0,2.666666667,-0.3727992296,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Latavius Murray,BUF,RB,14,3,3,0.1071428571,9,3,0,0,3,0.008036322892,0,0,0,0,1,0.5,0,0,0,0,4,4,1,1,0.25
Royce Freeman,LA,RB,14,3,3,0.1,9,3,0,0,3,-0.3249381655,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Trevor Lawrence,JAX,QB,14,3,3,0.15,11,3.666666667,0,0,3.666666667,-0.2069509634,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Trey Sermon,IND,RB,14,3,3,0.1666666667,13,4.333333333,0,0,4.333333333,-0.1855163396,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Tua Tagovailoa,MIA,QB,14,3,3,0.09677419355,15,5,0,0,5,0.09916120991,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
Zach Wilson,NYJ,QB,14,3,3,0.1153846154,12,4,0,0,4,-1.586037826,0,0,0,0,1,0.25,0,0,0,0,3,3,0,0,0
Brock Purdy,SF,QB,14,2,2,0.08695652174,7,3.5,0,0,3.5,-1.383878993,0,0,0,0,1,0.5,0,0,0,0,2,2,0,0,0
Dare Ogunbowale,HOU,RB,14,2,2,0.1052631579,7,3.5,0,0,3.5,-0.4673900448,0,0,0,0,0,0,0,0,0,0,4,4,2,2,0.5
Gardner Minshew,IND,QB,14,2,2,0.1111111111,5,2.5,0,0,2.5,0.6603862507,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Jameis Winston,NO,QB,14,2,2,0.08,-2,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Jordan Love,GB,QB,14,2,2,0.07692307692,2,1,0,0,1,-2.46342844,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Kadarius Toney,KC,WR,14,2,2,0.1111111111,16,8,0,0,8,0.4527396178,0,0,0,0,0,0,0,0,0,0,6,6,4,4,0.6666666667
Kene Nwangwu,MIN,RB,14,2,2,0.06666666667,3,1.5,0,0,1.5,-0.5522007119,0,0,0,0,1,0.1111111111,0,0,0,0,2,2,0,0,0
Matt Breida,NYG,RB,14,2,2,0.05882352941,16,8,0,0,8,0.4504584557,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Samaje Perine,DEN,RB,14,2,2,0.06451612903,8,4,0,0,4,0.1603228114,0,0,0,0,0,0,0,0,0,0,7,7,5,5,0.7142857143
Wan'Dale Robinson,NYG,WR,14,2,2,0.05882352941,36,18,0,0,18,1.130906552,0,0,0,0,0,0,0,0,0,0,9,9,7,7,0.7777777778
Zamir White,LV,RB,14,2,2,0.1176470588,8,4,0,0,4,-0.1098453046,0,0,0,0,1,0.3333333333,0,0,0,0,2,2,0,0,0
Aidan O'Connell,LV,QB,14,1,1,0.05882352941,2,2,0,0,2,2.405324327,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Ameer Abdullah,LV,RB,14,1,1,0.05882352941,12,12,0,0,12,0.1879369057,0,0,0,0,1,0.3333333333,1,1,0,0,3,3,3,3,1
Calvin Austin,PIT,WR,14,1,1,0.03571428571,12,12,0,0,12,0.6989335464,0,0,9,3,0,0,0,0,0,0,1,1,0,0,0
Deebo Samuel,SF,WR,14,1,1,0.04347826087,1,1,1,0,1,0.4995906458,0,0,0,0,0,0,0,0,0,0,10,10,9,9,0.9
Dorian Thompson-Robinson,CLE,QB,14,1,1,0.03571428571,5,5,0,0,5,0.5697209041,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Garrett Wilson,NYJ,WR,14,1,1,0.03846153846,3,3,0,0,3,1.952765198,0,0,0,0,0,0,0,0,0,0,15,15,14,14,0.9333333333
Ihmir Smith-Marsette,CAR,WR,14,1,1,0.02564102564,10,10,0,0,10,0.9880278935,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0.5
Jameson Williams,DET,WR,14,1,1,0.04166666667,4,4,0,0,4,-0.09090666403,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0.5
Jared Goff,DET,QB,14,1,1,0.04166666667,0,0,0,0,0,-4.985145268,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Matthew Stafford,LA,QB,14,1,1,0.03333333333,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Patrick Mahomes,KC,QB,14,1,1,0.05555555556,8,8,0,0,8,0.9696070555,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Pierre Strong,CLE,RB,14,1,1,0.03571428571,0,0,0,0,0,-0.7398463967,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1
Puka Nacua,LA,WR,14,1,1,0.03333333333,6,6,0,0,6,0.3389009831,0,0,0,0,0,0,0,0,0,0,9,9,8,8,0.8888888889
Raheem Blackshear,CAR,RB,14,1,1,0.02564102564,4,4,0,0,4,-0.1772712874,0,0,0,0,1,0.125,0,0,0,0,3,3,2,2,0.6666666667
Roschon Johnson,CHI,RB,14,1,1,0.03333333333,6,6,0,0,6,-0.6497366824,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Sam LaPorta,DET,TE,14,1,1,0.04166666667,4,4,0,0,4,0.1331898486,0,0,0,0,0,0,0,0,0,0,7,7,6,6,0.8571428571
Trey Palmer,TB,WR,14,1,1,0.02702702703,3,3,0,0,3,-0.3228835678,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0.5
Treylon Burks,TEN,WR,14,1,1,0.03448275862,5,5,0,0,5,0.0007557710633,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0.75
Xavier Gipson,NYJ,WR,14,1,1,0.03846153846,9,9,1,0,9,1.689218478,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0.5
