Week,Team,Pos,G,Cmp,Passing Attempts,Passing Yards,Passing TDs,INTs,Rushing Attempts,Rushing Yards,Rushing TDs,Receptions,Receiving Yards,Receiving TDs,FPts,FPts/G
14,Vikings,RB,4,,,,,,66,243,1,34,182,0,82.5,20.6
14,Bears,RB,4,,,,,,60,229,2,25,216,0,81.5,20.4
14,Titans,RB,5,,,,,,129,434,2,21,182,1,100.6,20.1
14,Browns,RB,5,,,,,,98,451,5,15,99,0,100,20
14,Buccaneers,RB,5,,,,,,112,452,4,15,84,1,98.6,19.7
14,Steelers,RB,5,,,,,,106,412,4,20,118,0,97,19.4
14,Eagles,RB,4,,,,,,89,383,1,18,137,0,76,19
14,Texans,RB,5,,,,,,100,342,3,24,164,0,92.6,18.5
14,Falcons,RB,4,,,,,,82,283,0,18,156,1,67.9,17
14,Cowboys,RB,5,,,,,,104,411,2,16,115,0,80.6,16.1
14,Ravens,RB,4,,,,,,71,292,1,15,77,1,63.9,16
14,49ers,RB,4,,,,,,53,167,1,24,168,0,63.5,15.9
14,Dolphins,RB,4,,,,,,64,252,0,18,124,1,61.6,15.4
14,Patriots,RB,4,,,,,,82,254,2,13,86,0,59,14.8
14,Eagles,WR,4,,,,,,6,36,1,59,826,9,205.2,51.3
14,Giants,WR,4,,,,,,4,38,2,68,846,4,192.4,48.1
14,Lions,WR,4,,,,,,4,10,0,55,765,7,174.5,43.6
14,Commanders,WR,5,,,,,,5,-2,0,70,"1,001",7,211.9,42.4
14,Jaguars,WR,4,,,,,,6,84,1,52,719,5,168.3,42.1
14,Buccaneers,WR,5,,,,,,5,16,0,64,999,5,195.5,39.1
14,Bengals,WR,5,,,,,,6,44,0,61,941,5,189.5,37.9
14,Titans,WR,5,,,,,,4,34,0,65,836,6,188,37.6
14,Chargers,WR,5,,,,,,9,132,2,58,777,4,184.9,37
14,Chiefs,WR,4,,,,,,5,32,0,55,654,4,147.6,36.9
14,Raiders,WR,4,,,,,,0,0,0,56,674,4,147.4,36.9
14,Patriots,WR,4,,,,,,0,0,0,59,734,2,144.4,36.1
14,Seahawks,WR,5,,,,,,7,52,1,62,686,6,177.8,35.6
14,Cowboys,WR,5,,,,,,1,0,0,68,730,6,177,35.4
14,Texans,WR,5,,,,,,4,8,0,50,924,5,173.2,34.6
14,49ers,WR,4,,,,,,3,33,0,55,633,2,133.6,33.4
14,Cardinals,WR,5,,,,,,0,0,0,60,770,4,161,32.2
14,Rams,WR,4,,,,,,1,21,0,47,633,2,124.4,31.1
14,Bills,WR,4,,,,,,1,-3,0,45,506,4,119.3,29.8
14,Vikings,WR,4,,,,,,0,0,0,46,543,3,118.3,29.6
14,Panthers,WR,5,,,,,,9,77,1,57,616,2,144.3,28.9
14,Dolphins,WR,4,,,,,,1,-6,0,48,491,3,114.5,28.6
14,Packers,WR,5,,,,,,4,16,0,60,682,2,141.8,28.4
14,Ravens,WR,4,,,,,,2,-1,0,47,493,2,108.2,27.1
14,Browns,WR,5,,,,,,8,47,0,48,572,4,133.9,26.8
14,Bears,WR,4,,,,,,1,2,0,44,441,3,106.3,26.6
14,Steelers,WR,5,,,,,,3,18,0,47,658,2,126.6,25.3
14,Colts,WR,4,,,,,,1,4,0,36,394,4,99.8,25
14,Falcons,WR,4,,,,,,3,41,0,39,468,1,95.9,24
14,Jets,WR,5,,,,,,5,26,0,45,569,2,116.5,23.3
14,Broncos,WR,4,,,,,,1,0,0,32,512,1,89.2,22.3
14,Saints,WR,4,,,,,,3,23,1,28,426,1,84.9,21.2
14,Saints,TE,4,,,,,,0,0,0,32,378,4,93.8,23.5
14,Broncos,TE,4,,,,,,1,0,0,25,288,3,71.8,18
14,Falcons,TE,4,,,,,,7,26,0,30,379,0,70.5,17.6
14,Bengals,TE,5,,,,,,0,0,0,39,420,1,87,17.4
14,Bears,TE,4,,,,,,11,52,0,23,163,3,62.5,15.6
14,Buccaneers,TE,5,,,,,,0,0,0,30,348,2,76.8,15.4
14,Steelers,TE,5,,,,,,0,0,0,32,312,2,75.2,15
14,Eagles,TE,4,,,,,,0,0,0,24,241,2,60.1,15
14,Texans,TE,5,,,,,,0,0,0,32,291,2,73.1,14.6
14,Rams,TE,4,,,,,,0,0,0,22,229,2,56.9,14.2
14,Seahawks,TE,5,,,,,,0,0,0,33,317,1,70.7,14.1
14,Packers,TE,5,,,,,,0,0,0,20,285,3,66.5,13.3
14,Vikings,TE,4,,,,,,2,6,0,21,251,1,52.7,13.2
14,Colts,TE,4,,,,,,1,2,0,22,272,0,49.4,12.4
14,Bills,TE,4,,,,,,0,0,0,19,179,2,48.9,12.2
14,Cardinals,TE,5,,,,,,1,0,0,20,164,4,60.4,12.1
14,Chargers,TE,5,,,,,,0,0,0,27,262,1,59.2,11.8
14,Lions,TE,4,,,,,,13,59,1,12,102,2,46.1,11.5
14,Raiders,TE,4,,,,,,0,0,0,21,250,0,46,11.5
14,Ravens,TE,4,,,,,,1,2,0,19,186,1,43.8,11
14,Jets,TE,5,,,,,,0,0,0,21,192,2,52.2,10.4
14,Jaguars,TE,4,,,,,,0,0,0,14,199,1,39.9,10
14,Cowboys,TE,5,,,,,,0,0,0,14,205,2,46.5,9.3
14,Giants,TE,4,,,,,,0,0,0,15,127,1,33.7,8.4
14,Commanders,TE,5,,,,,,0,0,0,16,178,1,39.8,8
14,Dolphins,TE,4,,,,,,0,0,0,17,147,0,31.7,7.9
14,Panthers,TE,5,,,,,,1,1,0,16,175,1,39.6,7.9
14,Titans,TE,5,,,,,,1,2,0,19,188,0,38,7.6
14,49ers,TE,4,,,,,,0,0,0,14,129,0,26.9,6.7
14,Chiefs,TE,4,,,,,,0,0,0,11,99,1,26.9,6.7
14,Patriots,TE,4,,,,,,0,0,0,14,102,0,24.2,6.1
14,Browns,TE,5,,,,,,0,0,0,11,129,1,29.9,6
