Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Jonathan Taylor (40840208),Jonathan Taylor,40840208,RB/FLEX,10000,IND@KC 11/23/2025 01:00PM ET,IND,28.89
RB,Christian McCaffrey (40840210),Christian McCaffrey,40840210,RB/FLEX,9500,CAR@SF 11/24/2025 08:15PM ET,SF,26.36
WR,Jaxon Smith-Njigba (40840532),Jaxon Smith-Njigba,40840532,WR/FLEX,9000,SEA@TEN 11/23/2025 01:00PM ET,SEA,23.99
WR,Puka Nacua (40840534),Puka Nacua,40840534,WR/FLEX,8800,TB@LAR 11/23/2025 08:20PM ET,LAR,22.59
RB,Bijan Robinson (40840212),Bijan Robinson,40840212,RB/FLEX,8500,ATL@NO 11/23/2025 04:25PM ET,ATL,22.59
RB,Jahmyr Gibbs (40840214),Jahmyr Gibbs,40840214,RB/FLEX,8300,NYG@DET 11/23/2025 01:00PM ET,DET,21.26
WR,Ja'Marr Chase (40840536),Ja'Marr Chase,40840536,WR/FLEX,8100,NE@CIN 11/23/2025 01:00PM ET,CIN,20.67
WR,Amon-Ra St. Brown (40840538),Amon-Ra St. Brown,40840538,WR/FLEX,8000,NYG@DET 11/23/2025 01:00PM ET,DET,19.44
WR,CeeDee Lamb (40840540),CeeDee Lamb,40840540,WR/FLEX,7900,PHI@DAL 11/23/2025 04:25PM ET,DAL,16.7
RB,Josh Jacobs (40840216),Josh Jacobs,40840216,RB/FLEX,7800,MIN@GB 11/23/2025 01:00PM ET,GB,18.15
WR,Rashee Rice (40840542),Rashee Rice,40840542,WR/FLEX,7700,IND@KC 11/23/2025 01:00PM ET,KC,19.28
RB,Derrick Henry (40840218),Derrick Henry,40840218,RB/FLEX,7600,NYJ@BAL 11/23/2025 01:00PM ET,BAL,15.11
RB,Saquon Barkley (40840220),Saquon Barkley,40840220,RB/FLEX,7500,PHI@DAL 11/23/2025 04:25PM ET,PHI,15.39
QB,Josh Allen (40840114),Josh Allen,40840114,QB,7400,BUF@HOU 11/20/2025 08:15PM ET,BUF,26.53
WR,Justin Jefferson (40840544),Justin Jefferson,40840544,WR/FLEX,7400,MIN@GB 11/23/2025 01:00PM ET,MIN,14.91
WR,Drake London (40840546),Drake London,40840546,WR/FLEX,7300,ATL@NO 11/23/2025 04:25PM ET,ATL,21.44
RB,James Cook III (40840222),James Cook III,40840222,RB/FLEX,7200,BUF@HOU 11/20/2025 08:15PM ET,BUF,19.88
WR,Nico Collins (40840548),Nico Collins,40840548,WR/FLEX,7200,BUF@HOU 11/20/2025 08:15PM ET,HOU,16.11
WR,Tee Higgins (40840550),Tee Higgins,40840550,WR/FLEX,7100,NE@CIN 11/23/2025 01:00PM ET,CIN,13.64
RB,Rico Dowdle (40840224),Rico Dowdle,40840224,RB/FLEX,7100,CAR@SF 11/24/2025 08:15PM ET,CAR,15.54
RB,Bucky Irving (40840226),Bucky Irving,40840226,RB/FLEX,7000,TB@LAR 11/23/2025 08:20PM ET,TB,19
WR,Davante Adams (40840552),Davante Adams,40840552,WR/FLEX,7000,TB@LAR 11/23/2025 08:20PM ET,LAR,16.29
QB,Drake Maye (40840115),Drake Maye,40840115,QB,6900,NE@CIN 11/23/2025 01:00PM ET,NE,20.92
WR,George Pickens (40840554),George Pickens,40840554,WR/FLEX,6900,PHI@DAL 11/23/2025 04:25PM ET,DAL,19.98
QB,Patrick Mahomes (40840116),Patrick Mahomes,40840116,QB,6800,IND@KC 11/23/2025 01:00PM ET,KC,22.88
