id,position,name,preferred,team abbr,ADP,AVG
"5548","RB","Patrick Ricard","any","BAL","0",1.91
"1001407","WR","Kendric Pryor","any","CIN","0",1.9
"1001371","WR","Brandon Johnson","any","PIT","0",1.9
"1003404","TE","Julian Hill","any","MIA","0",1.83
"10483","TE","Quintin Morris","any","JAX","0",1.83
"1340","WR","Odell Beckham","any","MIA","0",1.81
"1001060","WR","Bo Melton","any","GB","0",1.73
"1742","TE","Chris Manhertz","any","NYG","0",1.71
"1004935","TE","Dallin Holker","any","NO","0",1.7
"1003434","TE","John Samuel Shenker","any","LV","0",1.7
"10522","TE","Luke Farrell","any","SF","0",1.7
"1004900","TE","Jared Wiley","any","KC","0",1.7
"1005158","RB","Terrell Jennings","any","NE","0",1.65
"1002839","QB","Jake Haener","any","NO","0",1.65
"1002862","TE","Luke Musgrave","any","GB","0",1.64
"7931","RB","DeeJay Dallas","any","ARI","0",1.62
"1005142","RB","Sione Vaki","any","DET","0",1.62
"7161","RB","Travis Homer","any","CHI","0",1.6
"1004670","RB","Jase McClellan","any","ATL","0",1.6
"7951","WR","Isaiah Hodgins","any","SF","0",1.6
"1000998","TE","Connor Heyward","any","PIT","0",1.6
"1114","WR","John Ross","any","PHI","0",1.6
"1001187","TE","Greg Dulcich","any","NYG","0",1.56
"1001462","TE","Tucker Fisk","any","LAC","0",1.56
"1020","TE","Pharaoh Brown","any","MIA","0",1.56
"1003190","WR","Grant DuBose","any","MIA","0",1.55
"5174","RB","Jeff Wilson","any","MIA","0",1.51
"1001016","WR","Treylon Burks","any","TEN","0",1.5
"890","WR","Robbie Chosen","any","MIA","0",1.5
"10557","WR","Dee Eskridge","any","MIA","0",1.48
"7291","WR","Ashton Dulin","any","IND","0",1.48
"7930","WR","Devin Duvernay","any","CHI","0",1.48
"10544","TE","John Bates","any","WAS","0",1.46
"7935","TE","Charlie Woerner","any","ATL","0",1.45
"10067","WR","Terrace Marshall","any","PHI","0",1.42
"1003177","TE","Davis Allen","any","LAR","0",1.41
"9972","WR","Chris Blair","any","ATL","0",1.35
"1004664","WR","Johnny Wilson","any","PHI","0",1.35
"10093","TE","Brevin Jordan","any","HOU","0",1.35
"1001412","WR","Deven Thompkins","any","CAR","0",1.34
"1002806","TE","Jaheim Bell","any","NE","0",1.33
"10485","TE","Hunter Long","any","JAX","0",1.3
"1002799","WR","Jalin Hyatt","any","NYG","0",1.29
"1002860","RB","Eric Gray","any","NYG","0",1.24
"5403","TE","Ian Thomas","any","LV","0",1.23
"1004853","TE","Tip Reiman","any","ARI","0",1.21
"1001263","RB","Julius Chestnut","any","TEN","0",1.21
"1001209","TE","John FitzPatrick","any","GB","0",1.2
"7148","TE","Irv Smith","any","HOU","0",1.2
"1004876","WR","Casey Washington","any","ATL","0",1.2
"5321","RB","Mike Boone","any","CAR","0",1.18
"1469","TE","Gerald Everett","any","CHI","0",1.16
"5232","QB","Mike White","any","BUF","0",1.12
"8005","RB","Jonathan Ward","any","PIT","0",1.1
"1001367","RB","Tyreik McAllister","any","LV","0",1.1
"1503","WR","DeAndre Carter","any","CLE","0",1.09
"7887","WR","Laviska Shenault","any","BUF","0",1.07
"1003176","WR","Ronnie Bell","any","DET","0",1.05
"1527","WR","Trent Taylor","any","SF","0",1.05
"1004660","WR","Malachi Corley","any","NYJ","0",1.04
"5303","TE","Durham Smythe","any","CHI","0",1.02
"10588","WR","Tim Jones","any","MIN","0",1.01
"10541","TE","Jack Stoll","any","NO","0",1
"1265","WR","Allen Robinson","any","DET","0",1
"1001065","TE","Will Mallory","any","IND","0",0.99
"1004645","RB","Cody Schrader","any","LAR","0",0.95
"1004697","RB","George Holani","any","SEA","0",0.95
"1002838","QB","Hendon Hooker","any","DET","0",0.89
"1004695","WR","Jamari Thrash","any","CLE","0",0.87
"1332","TE","Geoff Swaim","any","CLE","0",0.85
"1004913","WR","Ramel Keyton","any","LV","0",0.85
"1003367","WR","Xavier Gipson","any","NYJ","0",0.85
"1003385","WR","Nikko Remigio","any","KC","0",0.85
"5667","WR","Brandon Powell","any","MIN","0",0.83
"1003276","WR","Brycen Tremayne","any","CAR","0",0.8
"7959","WR","Collin Johnson","any","LV","0",0.8
"1003225","WR","Charlie Jones","any","CIN","0",0.79
"1669","QB","Taylor Heinicke","any","LAC","0",0.78
"5397","QB","Kyle Allen","any","DET","0",0.76
"10570","TE","Zach Davidson","any","BUF","0",0.75
"7342","WR","Trenton Irwin","any","JAX","0",0.75
"7925","TE","Josiah Deguara","any","ARI","0",0.73
"1002820","WR","Jacob Cowing","any","SF","0",0.71
"1001172","RB","Tyrion Davis-Price","any","TEN","0",0.7
"8055","WR","Mason Kinsey","any","TEN","0",0.62
"1004674","RB","Rasheen Ali","any","BAL","0",0.62
"921","TE","Eric Tomlinson","any","LAC","0",0.58
"1001386","RB","Aaron Shampklin","any","PIT","0",0.57
"1005128","TE","David Martin-Robinson","any","TEN","0",0.53
"7382","TE","Jody Fortson","any","KC","0",0.5
"7191","RB","Myles Gaskin","any","JAX","0",0.5
"5162","TE","Ross Dwelley","any","SF","0",0.5
"1001241","QB","Chris Oladokun","any","KC","0",0.5
"1001005","RB","Raheem Blackshear","any","CAR","0",0.5
"1001176","WR","Velus Jones","any","NO","0",0.45
"1003270","WR","Xavier Smith","any","LAR","0",0.41
"1004921","WR","Anthony Gould","any","IND","0",0.41
"10082","WR","Ihmir Smith-Marsette","any","NYG","0",0.4
"7898","RB","Ke'Shawn Vaughn","any","SF","0",0.4
"1002865","WR","Tyler Scott","any","CHI","0",0.38
"10575","QB","Feleipe Franks","any","ATL","0",0.37
"1004712","WR","Javon Baker","any","NE","0",0.37
"7957","WR","James Proche","any","TEN","0",0.34
"1521","QB","Nick Mullens","any","JAX","0",0.33
"1004733","WR","Isaiah Williams","any","CIN","0",0.33
"1005024","RB","Chris Collier","any","LV","0",0.3
"7908","RB","Darrynton Evans","any","BUF","0",0.3
"1005000","WR","Kameron Johnson","any","TB","0",0.28
"7192","QB","Jarrett Stidham","any","DEN","0",0.25
"1002694","WR","Marcus Jones","any","NE","0",0.24
"1005079","RB","British Brooks","any","HOU","0",0.2
"7907","RB","Joshua Kelley","any","TEN","0",0.2
"1260","TE","Marcedes Lewis","any","CHI","0",0.2
"1348","QB","Josh Johnson","any","WAS","0",0.19
"8061","TE","Reggie Gilliam","any","BUF","0",0.18
"10587","WR","Jaelon Darden","any","SEA","0",0.15
"1660","QB","Teddy Bridgewater","any","DET","0",0.12
"1005070","WR","Brevin Easton","any","JAX","0",0
"1004943","QB","Mike DiLiello","any","TEN","0",0
"1004717","WR","Marcus Rosemy-Jacksaint","any","PHI","0",0
"1587","TE","Adam Shaheen","any","FA","0",0
"1003409","WR","Dontay Demus","any","BAL","0",0
"5196","WR","Trey Quinn","any","DET","0",0
"1003185","RB","Robert Burns","any","ATL","0",0
"7411","WR","Gunner Olszewski","any","NYG","0",0
"7929","WR","Bryan Edwards","any","NO","0",0
"7928","WR","Lynn Bowden","any","NO","0",0
"7927","TE","Devin Asiasi","any","TEN","0",0
"7428","RB","Taj McGowan","any","Jax","0",0
"7480","RB","Derrick Gore","any","WAS","0",0
"1005145","TE","Hayden Rucci","any","MIA","0",0
"846","WR","Jarvis Landry","any","FA","0",0
"7373","TE","Jesper Horsted","any","CAR","0",0
"1003242","TE","Michael Ezeike","any","SEA","0",0
"7368","WR","Spencer Schnell","any","TB","0",0
"1003363","WR","Bryce Ford-Wheaton","any","NYG","0",0
"1003391","WR","Kody Case","any","IND","0",0
"1003455","TE","Princeton Fant","any","DAL","0",0
"1466","WR","Pharoh Cooper","any","ARI","0",0
"1002832","QB","Grayson McCall","any","FA","0",0
"7367","WR","Tom Kennedy","any","DET","0",0
"7938","WR","John Hightower","any","LAC","0",0
"7939","WR","Quez Watkins","any","ARI","0",0
"1777","WR","Tommylee Lewis","any","MIA","0",0
"1465","RB","Malcolm Brown","any","LAR","0",0
"1005106","QB","Jacob Sirmon","any","CLE","0",0
"7941","WR","Quintez Cephus","any","LAR","0",0
"909","QB","Josh McCown","any","Hou","0",0
"7942","RB","Jason Huntley","any","IND","0",0
"7881","TE","Hunter Bryant","any","DET","0",0
"7363","WR","Tyron Billy-Johnson","any","DAL","0",0
"7944","QB","Nate Stanley","any","MIN","0",0
"1003266","WR","Shae Wyatt","any","SF","0",0
"7946","QB","Ben DiNucci","any","NO","0",0
"1003302","RB","Calvin Tyler","any","CIN","0",0
"1003387","TE","Thomas Greaney","any","CLE","0",0
"7360","RB","Damarea Crockett","any","NYJ","0",0
"4954","RB","Justin Jackson","any","FA","0",0
"7950","QB","Jake Fromm","any","DET","0",0
"5529","WR","Byron Pringle","any","WAS","0",0
"7357","TE","Matt Sokol","any","PIT","0",0
"7952","RB","Malcolm Perry","any","NE","0",0
"1002844","QB","Phil Jurkovec","any","FA","0",0
"7953","WR","Tyrie Cleveland","any","IND","0",0
"7954","TE","Albert Okwuegbunam","any","IND","0",0
"1004925","QB","John Rhys Plumlee","any","SEA","0",0
"7956","WR","Joe Reed","any","CHI","0",0
"1004993","QB","Jack Plummer","any","CAR","0",0
"7901","RB","Anthony McFarland","any","MIA","0",0
"1005051","TE","Messiah Swinson","any","GB","0",0
"7958","TE","Tyler Davis","any","GB","0",0
"1005088","QB","Peewee Jarrett","any","NYJ","0",0
"7356","WR","Jason Moore","any","DET","0",0
"1767","TE","Garrett Griffin","any","DET","0",0
"7960","QB","Jake Luton","any","LV","0",0
"1005598","RB","Kairee Robinson","any","SEA","0",0
"7961","QB","Jacob Eason","any","GB","0",0
"1703","RB","Brian Hill","any","SF","0",0
"7962","WR","Dezmon Patmon","any","CAR","0",0
"1002857","WR","A.T. Perry","any","DEN","0",0
"7963","WR","Isaiah Coulter","any","BUF","0",0
"7355","TE","Daniel Helm","any","DET","0",0
"1003194","QB","Jaren Hall","any","SEA","0",0
"7966","WR","Stephen Sullivan","any","CAR","0",0
"7490","TE","Parker Hesse","any","DET","0",0
"7968","WR","Kendall Hinton","any","DEN","0",0
"1003251","WR","Sam James","any","LAR","0",0
"7972","WR","Scotty Washington","any","BAL","0",0
"1003274","WR","Daniel Arias","any","ARI","0",0
"7974","TE","Mitchell Wilcox","any","NE","0",0
"1003293","WR","John Hall","any","SEA","0",0
"7975","RB","Patrick Carr","any","SEA","0",0
"1003342","WR","Aron Cruickshank","any","PIT","0",0
"7980","TE","Tyler Mabry","any","SEA","0",0
"1003373","WR","Braxton Westfield","any","IND","0",0
"7982","RB","Salvon Ahmed","any","IND","0",0
"5070","QB","Danny Etling","any","GB","0",0
"7984","TE","Chase Harrell","any","SF","0",0
"1003421","WR","Taye Barber","any","TB","0",0
"7353","WR","Jeff Smith","any","ARI","0",0
"1003441","RB","Alfonzo Graham","any","PIT","0",0
"7990","WR","Trishton Jackson","any","ARI","0",0
"1206","WR","Chris Thompson","any","SF","0",0
"7991","RB","Xavier Jones","any","LAR","0",0
"1092","TE","Cethan Carter","any","FA","0",0
"7992","WR","J.J. Koski","any","DEN","0",0
"5424","RB","Chase Edmonds","any","TB","0",0
"7994","QB","Bryce Perkins","any","LAR","0",0
"7352","RB","Jalin Moore","any","NYJ","0",0
"1004685","RB","Austin Jones","any","FA","0",0
"8013","TE","Noah Togiai","any","PHI","0",0
"1002849","WR","Jaden Walley","any","FA","0",0
"7349","WR","Stanley Morgan","any","TEN","0",0
"1004725","RB","Sean  Tyler","any","FA","0",0
"8024","RB","Jake Bargas","any","NO","0",0
"7345","WR","Preston Williams","any","CAR","0",0
"1004910","WR","Jeff Foreman","any","LV","0",0
"8026","WR","Quartney Davis","any","IND","0",0
"1784","WR","Michael Thomas","any","NO","0",0
"8027","TE","Nakia Griffin-Stewart","any","IND","0",0
"1004981","RB","Kobe Lewis","any","SEA","0",0
"8029","WR","Juwan Green","any","KC","0",0
"7906","RB","Jacques Patrick","any","NYJ","0",0
"8031","TE","Jared Pinkney","any","CHI","0",0
"1005042","WR","Sam Wiglusz","any","LAR","0",0
"8036","TE","Giovanni Ricci","any","MIN","0",0
"1005062","WR","Reggie Brown","any","KC","0",0
"8037","RB","Rodney Smith","any","DET","0",0
"1005078","TE","Trent Pennix","any","IND","0",0
"8039","WR","Marquez Callaway","any","TB","0",0
"1005098","WR","RJ Mobley","any","CHI","0",0
"8040","WR","John Hurst","any","IND","0",0
"1005118","QB","William Thompson","any","NYG","0",0
"8041","WR","Travis Jonsen","any","TB","0",0
"1005137","RB","Samson Evans","any","MIA","0",0
"8043","QB","Reid Sinnett","any","CIN","0",0
"8044","QB","Case Cookus","any","LAR","0",0
"933","TE","Virgil Green","any","LAC","0",0
"8049","TE","Kyle Markway","any","LAR","0",0
"880","WR","Cody Hollister","any","TEN","0",0
"1460","WR","Chad Williams","any","KC","0",0
"852","WR","DeVante Parker","any","PHI","0",0
"8054","TE","Tommy Hudson","any","NO","0",0
"831","WR","Sammy Watkins","any","FA","0",0
"7344","TE","Chris Myarick","any","HOU","0",0
"1002861","RB","Israel Abanikanda","any","SF","0",0
"7343","RB","Patrick Laird","any","TB","0",0
"5279","WR","DaeSean Hamilton","any","MIA","0",0
"7341","WR","David Sills","any","ATL","0",0
"5267","WR","Marcell Ateman","any","BUF","0",0
"1098","WR","Alex Erickson","any","HOU","0",0
"5255","WR","Antonio Callaway","any","DAL","0",0
"1622","TE","Robert Tonyan","any","KC","0",0
"5243","WR","Daurice Fountain","any","DET","0",0
"7502","QB","Jordan Ta'amu","any","MIN","0",0
"1003229","WR","Thayer Thomas","any","MIN","0",0
"8064","WR","Kirk Merritt","any","NO","0",0
"1003238","TE","Joel Wilson","any","CHI","0",0
"8066","TE","Rashod Berry","any","NE","0",0
"1003246","RB","Monte Pottebaum","any","PIT","0",0
"8068","WR","Andre Baccellia","any","ARI","0",0
"1003256","WR","Jaray Jenkins","any","PIT","0",0
"8075","WR","Jeff Cotton","any","GB","0",0
"8078","TE","Jared Rice","any","LAC","0",0
"1003278","WR","Zion Bowens","any","WAS","0",0
"8080","TE","Nick Bowers","any","MIA","0",0
"1003286","WR","Keilahn Harris","any","PIT","0",0
"7340","QB","Tyree Jackson","any","WAS","0",0
"1003297","RB","Marcus Cooper","any","SEA","0",0
"8088","RB","Nathan Cottrell","any","JAX","0",0
"8089","TE","Ben Ellefson","any","MIN","0",0
"1003346","WR","Shedrick Jackson","any","LV","0",0
"8091","WR","Josh Hammond","any","DEN","0",0
"1003369","WR","Johnny King","any","PHI","0",0
"1003383","RB","Camerun Peoples","any","CAR","0",0
"8094","WR","Jamal Agnew","any","ATL","0",0
"1003392","RB","Derek Parish","any","JAX","0",0
"8199","TE","Dalton Keene","any","HOU","0",0
"1003405","QB","James Blackman","any","MIA","0",0
"7335","WR","Malik Taylor","any","DET","0",0
"1003413","QB","Nolan Henderson","any","BAL","0",0
"8206","WR","Isaiah Zuber","any","LV","0",0
"1003425","RB","Isaiah Bowser","any","BUF","0",0
"8207","WR","Lawrence Cager","any","WAS","0",0
"1003437","WR","Tre'Shaun Harrison","any","TEN","0",0
"8211","RB","La'Mical Perine","any","PIT","0",0
"8214","RB","Ty'Son Williams","any","ARI","0",0
"1002718","QB","Nathan Rourke","any","ATL","0",0
"8215","TE","Eli Wolf","any","WAS","0",0
"1003539","WR","Ed Lee","any","NE","0",0
"8216","WR","Ja'Marcus Bradley","any","PIT","0",0
"8221","WR","Donovan Peoples-Jones","any","NO","0",0
"1002803","QB","Tyler Van Dyke","any","FA","0",0
"8228","RB","James Robinson","any","NO","0",0
"1055","WR","C.J. Board","any","TEN","0",0
"8233","TE","Sean McKeon","any","IND","0",0
"5420","RB","Rashaad Penny","any","CAR","0",0
"8234","RB","Sewo Olonilua","any","DAL","0",0
"5400","RB","Reggie Bonnafon","any","WAS","0",0
"8238","WR","Binjimen Victor","any","BAL","0",0
"1004671","RB","Jawhar Jordan","any","HOU","0",0
"1456","TE","Ricky Seals-Jones","any","IND","0",0
"1002836","WR","Chris Autman-Bell","any","FA","0",0
"7329","RB","Darius Anderson","any","HOU","0",0
"1002841","WR","Frank Ladson","any","FA","0",0
"8246","WR","John Franklin","any","TB","0",0
"1004702","RB","LJ  Johnson Jr","any","FA","0",0
"8492","TE","Dominique Dafney","any","CAR","0",0
"1133","TE","J.P. Holtz","any","NO","0",0
"8517","RB","Jason Cabinda","any","DET","0",0
"1004721","RB","John  Emery Jr","any","FA","0",0
"8596","WR","Duke Williams","any","BUF","0",0
"969","WR","Marcus Kemp","any","WAS","0",0
"8597","WR","Chris Moore","any","WAS","0",0
"1004871","WR","Tejhaun Palmer","any","ARI","0",0
"9950","WR","Austin Proehl","any","NYG","0",0
"1004888","WR","Tahj Washington","any","MIA","0",0
"7326","TE","Donald Parham","any","PIT","0",0
"1004904","QB","Casey Bauman","any","LAC","0",0
"10028","TE","Hunter Thedford","any","NE","0",0
"956","QB","Tyler Bray","any","SF","0",0
"1448","RB","T.J. Logan","any","TB","0",0
"1004931","WR","Terique Owens","any","SF","0",0
"1444","RB","David Johnson","any","FA","0",0
"1004939","TE","Trey Knox","any","MIN","0",0
"1439","QB","Blaine Gabbert","any","KC","0",0
"1004952","WR","Isaiah Wooden","any","LAC","0",0
"7324","TE","Nate Becker","any","GB","0",0
"1004988","WR","Talik Keaton","any","PHI","0",0
"7323","WR","DeAndre Thompkins","any","GB","0",0
"1004997","WR","Sam Pinckney","any","CAR","0",0
"1427","QB","Nate Sudfeld","any","DET","0",0
"1005026","WR","Isaiah Washington","any","BAL","0",0
"1771","RB","Mark Ingram","any","FA","0",0
"10052","RB","Jaret Patterson","any","LAC","0",0
"1005047","WR","Jalon Calhoun","any","DET","0",0
"7319","RB","Warren Jackson","any","LAR","0",0
"1005057","TE","Jacob Warren","any","NE","0",0
"10055","RB","Kylin Hill","any","GB","0",0
"1005066","TE","Shawn Bowman","any","JAX","0",0
"7317","WR","Deonte Harty","any","BAL","0",0
"1005074","TE","Malcolm Epps","any","IND","0",0
"1426","TE","Jeremy Sprinkle","any","DAL","0",0
"1005082","QB","Gavin Hardison","any","MIA","0",0
"1005092","TE","Riley Sharp","any","BAL","0",0
"10061","RB","Chris Evans","any","CIN","0",0
"1005102","QB","Colby Suits","any","NYJ","0",0
"7313","RB","Devine Ozigbo","any","DET","0",0
"1005113","QB","Cade Peterson","any","DET","0",0
"1420","TE","Niles Paul","any","SF","0",0
"1419","WR","Zach Pascal","any","NYG","0",0
"1005132","WR","Latreal Jones","any","TB","0",0
"1418","QB","Colt McCoy","any","ARI","0",0
"1005141","TE","Brenden Bates","any","CLE","0",0
"10066","WR","Rondale Moore","any","MIN","0",0
"1005152","WR","John Jackson","any","CHI","0",0
"7311","WR","Darrius Shepherd","any","LAC","0",0
"1005197","WR","David Wallis","any","NE","0",0
"1005900","WR","Ajou Ajou","any","IND","0",0
"10069","WR","Seth Williams","any","DAL","0",0
"1005942","QB","Kurtis Rourke","any","SF","0",0
"7310","RB","Austin Walter","any","LV","0",0
"888","WR","DeAndrew White","any","Bal","0",0
"7307","WR","Cody Thompson","any","TB","0",0
"865","RB","Rex Burkhead","any","FA","0",0
"7305","TE","John Lovett","any","MIA","0",0
"858","QB","Ryan Tannehill","any","TEN","0",0
"7299","WR","D.J. Montgomery","any","IND","0",0
"1005974","RB","Dwayne Washington","any","FA","0",0
"7297","TE","Stephen Carlson","any","CHI","0",0
"10075","WR","Sage Surratt","any","ARI","0",0
"1005999","WR","Isaiah Bond","any","FA","0",0
"10076","WR","Dazz Newsome","any","SF","0",0
"1117","TE","C.J. Uzomah","any","PHI","0",0
"10077","WR","Amari Rodgers","any","IND","0",0
"1002863","QB","Stetson Bennett","any","LAR","0",0
"10078","WR","Anthony Schwartz","any","MIA","0",0
"1003146","RB","Evan Hull","any","PIT","0",0
"7296","QB","David Blough","any","DET","0",0
"5312","WR","Tre'Quan Smith","any","DET","0",0
"10080","WR","Marquez Stevenson","any","CAR","0",0
"1003175","TE","Brayden Willis","any","SF","0",0
"10081","WR","Trevon Grimes","any","PHI","0",0
"5276","TE","Troy Fumagalli","any","MIN","0",0
"7900","RB","A.J. Dillon","any","PHI","0",0
"1003188","WR","Antoine Green","any","DET","0",0
"10083","WR","Demetric Felton","any","WAS","0",0
"1003192","RB","Lew Nichols","any","PHI","0",0
"1395","WR","Greg Ward","any","IND","0",0
"1390","WR","Shi Smith","any","KC","0",0
"5252","RB","Jordan Wilkins","any","CLE","0",0
"10087","QB","Zach Wilson","any","MIA","0",0
"5246","RB","Nyheim Hines","any","CLE","0",0
"7292","WR","Penny Hart","any","ATL","0",0
"1003216","WR","Colton Dowell","any","TEN","0",0
"7290","WR","Antoine Wesley","any","LV","0",0
"1003227","WR","Mitchell Tinsley","any","CIN","0",0
"7283","WR","Keelan Doss","any","LV","0",0
"1003231","WR","Malik Knowles","any","SF","0",0
"1389","RB","Wendell Smallwood","any","WAS","0",0
"1003236","WR","Sy Barnett","any","NO","0",0
"1386","WR","Jordan Matthews","any","CAR","0",0
"1003240","WR","Terrell Bynum","any","LV","0",0
"7277","WR","Shawn Poindexter","any","SF","0",0
"1003244","WR","Kearis Jackson","any","HOU","0",0
"10113","RB","Darius Clark","any","CAR","0",0
"10300","WR","Mathew Sexton","any","MIA","0",0
"1003258","WR","Elijah Cooks","any","PHI","0",0
"10448","TE","Sammis Reyes","any","MIN","0",0
"1003268","RB","Khalan Laborn","any","SF","0",0
"7268","QB","Brett Rypien","any","MIN","0",0
"1003272","TE","Joel Honigford","any","ARI","0",0
"10484","RB","Gerrid Doaks","any","HOU","0",0
"5199","WR","Cam Sims","any","CAR","0",0
"1512","QB","Brian Hoyer","any","LV","0",0
"1003280","WR","Duece Watts","any","PIT","0",0
"10487","WR","Tre Nixon","any","NE","0",0
"1003284","RB","Carlos Washington","any","ATL","0",0
"7262","TE","Andrew Beck","any","NYJ","0",0
"1003288","WR","Malik Flowers","any","LV","0",0
"10489","TE","Shaun Beyer","any","GB","0",0
"1003295","TE","Griffin Hebert","any","PHI","0",0
"10490","WR","Cornell Powell","any","SEA","0",0
"1003300","WR","Tyjon Lindsey","any","SEA","0",0
"7254","WR","Thomas Ives","any","CHI","0",0
"1003304","TE","Christian Trahan","any","CIN","0",0
"10492","QB","Shane Buechele","any","BUF","0",0
"1003340","WR","Thyrick Pitts","any","GB","0",0
"10493","RB","Larry Rountree","any","HOU","0",0
"1003344","RB","Hassan Hall","any","ARI","0",0
"10494","TE","Tre' McKitty","any","CLE","0",0
"5154","RB","Nick Bawden","any","HOU","0",0
"1383","WR","Marcus Johnson","any","NYG","0",0
"1003366","WR","T.J. Luther","any","CAR","0",0
"10497","WR","Eli Stove","any","LAC","0",0
"1003371","RB","Darius Hagans","any","PIT","0",0
"10498","TE","Hunter Kampmoyer","any","DEN","0",0
"1003381","WR","Chase Cota","any","KC","0",0
"7253","WR","Emanuel Hall","any","Was","0",0
"5084","TE","Donnie Ernsberger","any","Jax","0",0
"10501","TE","Matt Bushman","any","KC","0",0
"1003390","WR","Tyler Adams","any","IND","0",0
"10502","RB","Trey Ragas","any","LAR","0",0
"1003399","WR","Daewood Davis","any","CAR","0",0
"10503","WR","Dillon Stoner","any","LV","0",0
"5067","WR","Braxton Berrios","any","HOU","0",0
"10504","RB","Ben Mason","any","LAC","0",0
"1095","QB","Jeff Driskel","any","WAS","0",0
"1003411","TE","Brian Walker","any","BAL","0",0
"7252","TE","Ian Bunting","any","DAL","0",0
"1003418","RB","Ronnie Brown","any","TB","0",0
"10515","QB","Sam Ehlinger","any","DEN","0",0
"1631","WR","Randall Cobb","any","NYJ","0",0
"10516","WR","Tarik Black","any","MIA","0",0
"1003429","RB","Ellis Merriweather","any","GB","0",0
"7249","WR","Jalen Guyton","any","LV","0",0
"4951","TE","Dylan Cantrell","any","WAS","0",0
"10519","WR","Michael Strachan","any","WAS","0",0
"1003439","RB","Xazavian Valladay","any","NO","0",0
"1003446","QB","Austin Aune","any","ATL","0",0
"10523","WR","Jalen Camp","any","CLE","0",0
"10524","RB","Tory Carter","any","TEN","0",0
"10525","WR","Racey McMath","any","DAL","0",0
"1003474","WR","Lucky Jackson","any","MIN","0",0
"10527","TE","Miller Forristall","any","LAR","0",0
"5539","WR","Chad Beebe","any","HOU","0",0
"10529","WR","Dez Fitzpatrick","any","LAC","0",0
"1193","TE","Ryan Griffin","any","FA","0",0
"10531","TE","Nick Eubanks","any","IND","0",0
"10532","WR","Osirus Mitchell","any","GB","0",0
"7243","WR","Trinity Benson","any","CLE","0",0
"5451","TE","Andrew Vollert","any","IND","0",0
"10539","WR","Brandon Smith","any","NYJ","0",0
"1069","WR","Jaylon Moore","any","SF","0",0
"10540","RB","Gary Brightwell","any","CIN","0",0
"1181","TE","Stephen Anderson","any","LAC","0",0
"1513","RB","Carlos Hyde","any","JAX","0",0
"1002811","RB","Zach Evans","any","NYJ","0",0
"7236","TE","Brandon Dillon","any","WAS","0",0
"10545","WR","Dax Milne","any","CAR","0",0
"5417","QB","Alex McGough","any","GB","0",0
"10546","TE","Bruno Labelle","any","ARI","0",0
"5405","WR","J'Mon Moore","any","ATL","0",0
"7235","WR","Davion Davis","any","WAS","0",0
"1004662","WR","Brenden Rice","any","LAC","0",0
"10551","RB","Jake Funk","any","JAX","0",0
"1002825","WR","Keytaon Thompson","any","FA","0",0
"10552","WR","Jacob Harris","any","PHI","0",0
"1002831","RB","Mohamed Ibrahim","any","MIN","0",0
"10553","TE","Josh Pederson","any","JAX","0",0
"1004678","RB","Kendall Milton","any","CIN","0",0
"10554","WR","Austin Watkins","any","PHI","0",0
"1002837","RB","Tiyon Evans","any","CAR","0",0
"10556","WR","Connor Wedington","any","SEA","0",0
"1002840","RB","EJ Smith","any","FA","0",0
"7233","RB","Khari Blasingame","any","PHI","0",0
"10558","WR","Cade Johnson","any","SEA","0",0
"1002845","WR","Julian Fleming","any","FA","0",0
"10559","RB","CJ Marable","any","NE","0",0
"1002848","RB","Jalen Berger","any","FA","0",0
"7231","RB","Elijah Holyfield","any","CIN","0",0
"1004708","RB","Alton McCaskill IV","any","FA","0",0
"7221","WR","Nsimba Webster","any","CHI","0",0
"1131","WR","Rashard Higgins","any","FA","0",0
"10566","QB","Kellen Mond","any","NO","0",0
"10569","WR","Blake Proehl","any","MIN","0",0
"1004723","RB","Jirehl Brock","any","FA","0",0
"7217","TE","Kendall Blanton","any","KC","0",0
"10572","TE","John Raine","any","ATL","0",0
"10573","WR","Frank Darby","any","SF","0",0
"10574","RB","Caleb Huntley","any","ATL","0",0
"7899","RB","Eno Benjamin","any","NO","0",0
"1004895","QB","Jordan Travis","any","NYJ","0",0
"7214","WR","Michael Walker","any","PHI","0",0
"1004902","WR","Leon Johnson","any","LAC","0",0
"10578","RB","Spencer Brown","any","ATL","0",0
"1004907","WR","Cornelius Johnson","any","GB","0",0
"7209","RB","Trayveon Williams","any","NE","0",0
"10581","RB","Stevie Scott","any","ARI","0",0
"1004920","RB","Keilan Robinson","any","PHI","0",0
"10582","QB","Ian Book","any","PHI","0",0
"1004928","TE","Tanner McLachlan","any","CIN","0",0
"10583","TE","Dylan Soehner","any","NO","0",0
"1004933","QB","Austin Reed","any","CHI","0",0
"10584","WR","Kawaan Baker","any","NE","0",0
"1783","WR","Willie Snead","any","MIA","0",0
"1004941","WR","Jeshaun Jones","any","MIN","0",0
"10593","RB","Adam Prentice","any","NO","0",0
"1004949","TE","Colson Yankoff","any","WAS","0",0
"10594","TE","Landon Rice","any","DEN","0",0
"1004978","QB","Chevan Cordeiro","any","SEA","0",0
"10595","RB","Tre Harbison","any","CLE","0",0
"1004983","TE","Mason Pline","any","SF","0",0
"10604","TE","Bernhard Seikovits","any","ARI","0",0
"1004991","RB","Ian Wheeler","any","CHI","0",0
"10607","TE","Nick Guggemos","any","BUF","0",0
"10608","WR","Easop Winston","any","NYJ","0",0
