RK	NAME	TEAM	POS	WK	OPP	TGTS	REC	CATCH%	RECEIVING_YDS	RECEIVING_TD	LONG	YDS/TGT	YDS/REC	RUSHING_ATT	RUSHING_YDS	RUSHING_AVG	RUSHING_TD	FUMBLES	FUMBLES_LOST	FPTS
55	Davis Allen	LAR	TE	5	GB	1	0	0	0	0	0	0		0	0		0	0	0	0
56	Josh Oliver	MIN	TE	5	NYJ	0	0		0	0	0			0	0		0	0	0	0
57	Tanner Conner	MIA	TE	5	NE	0	0		0	0	0			0	0		0	0	0	0
58	Julian Hill	MIA	TE	5	NE	0	0		0	0	0			0	0		0	0	0	0
59	Durham Smythe	MIA	TE	5	NE	1	0	0	0	0	0	0		0	0		0	0	0	0
60	Drew Sample	CIN	TE	5	BAL	0	0		0	0	0			0	0		0	0	0	0
61	Marcedes Lewis	CHI	TE	5	CAR	0	0		0	0	0			0	0		0	0	0	0
62	Feleipe Franks	CAR	TE	5	CHI	0	0		0	0	0			0	0		0	0	0	0
63	Robert Tonyan	MIN	TE	5	NYJ	0	0		0	0	0			0	0		0	0	0	0
64	Jake Tonges	SF	TE	5	ARI	0	0		0	0	0			0	0		0	0	0	0
65	Jeremy Ruckert	NYJ	TE	5	MIN	0	0		0	0	0			0	0		0	0	0	0
66	Brenden Bates	NYJ	TE	5	MIN	0	0		0	0	0			0	0		0	0	0	0
67	Eric Saubert	SF	TE	5	ARI	0	0		0	0	0			0	0		0	0	0	0
68	Daniel Bellinger	NYG	TE	5	SEA	0	0		0	0	0			0	0		0	0	0	0
69	John Samuel Shenker	LV	TE	5	DEN	0	0		0	0	0			0	0		0	0	0	0
70	Harrison Bryant	LV	TE	5	DEN	0	0		0	0	0			0	0		0	0	0	0
71	Chris Manhertz	NYG	TE	5	SEA	0	0		0	0	0			0	0		0	0	0	0
72	Brady Russell	SEA	TE	5	NYG	0	0		0	0	0			0	0		0	0	0	0
73	Rodney Williams	PIT	TE	5	DAL	0	0		0	0	0			0	0		0	0	0	0
74	Dallin Holker	NO	TE	5	KC	0	0		0	0	0			0	0		0	0	0	0
75	Jared Wiley	KC	TE	5	NO	0	0		0	0	0			0	0		0	0	0	0
76	Payne Durham	TB	TE	5	ATL	0	0		0	0	0			0	0		0	0	0	0
77	Ross Dwelley	ATL	TE	5	TB	0	0		0	0	0			0	0		0	0	0	0
78	Charlie Woerner	ATL	TE	5	TB	0	0		0	0	0			0	0		0	0	0	0
79	Ko Kieft	TB	TE	5	ATL	0	0		0	0	0			0	0		0	0	0	0
80	Kylen Granson	IND	TE	5	JAX	0	0		0	0	0			0	0		0	0	0	0
81	Quintin Morris	BUF	TE	5	HOU	0	0		0	0	0			0	0		0	0	0	0
82	Dawson Knox	BUF	TE	5	HOU	0	0		0	0	0			0	0		0	0	0	0
83	Ben Sinnott	WAS	TE	5	CLE	0	0		0	0	0			0	0		0	0	0	0
84	Blake Whiteheart	CLE	TE	5	WAS	0	0		0	0	0			0	0		0	0	0	0
85	Colson Yankoff	WAS	TE	5	CLE	0	0		0	0	0			0	0		0	0	0	0
86	Geoff Swaim	CLE	TE	5	WAS	0	0		0	0	0			0	0		0	0	0	0
87	John Bates	WAS	TE	5	CLE	0	0		0	0	0			0	0		0	0	0	0
88	Tommy Tremble	CAR	TE	5	CHI	2	1	50	7	0	7	3.5	7	0	0		0	1	1	-0.3
